_nt,Title,期刊,Item Type,Key,PDF,判定,判定理由,软件,专科,应用场景,研究设计,原始返回
accuracy of upper airway volume measurements using different software products a comparative analysis,Accuracy of upper airway volume measurements using different software products: a comparative analysis,DENTOMAXILLOFACIAL RADIOLOGY,journalArticle,E97IPCII,Naralan 等 - 2025 - Accuracy of upper airway volume measurements using different software products a comparative analys.pdf,INCLUDE,"该研究自身在方法中使用""Volume measurements were performed using semi-automatic segmentation in 4 software programmes (NemoStudio, NNT Viewer, ITK-SNAP, and 3D Slicer)""，其中 ITK-SNAP 与 3D Slicer 为具名的第三方非牙科3D软件，用于气道体积测量。",ITK-SNAP; 3D Slicer,Oral and Maxillofacial Radiology,3D data analysis and accuracy assessment,in_vitro,"【判定】: INCLUDE
【判定理由】: 该研究自身在方法中使用""Volume measurements were performed using semi-automatic segmentation in 4 software programmes (NemoStudio, NNT Viewer, ITK-SNAP, and 3D Slicer)""，其中 ITK-SNAP 与 3D Slicer 为具名的第三方非牙科3D软件，用于气道体积测量。
【软件】: ITK-SNAP; 3D Slicer
【专科】: Oral and Maxillofacial Radiology
【应用场景】: 3D data analysis and accuracy assessment
【研究设计】: in_vitro"
morphological variation of gubernacular tracts for permanent mandibular canines in eruption a three dimensional analysis,Morphological variation of gubernacular tracts for permanent mandibular canines in eruption: a three-dimensional analysis,DENTOMAXILLOFACIAL RADIOLOGY,journalArticle,SYGM4R6E,Liu 等 - 2024 - Morphological variation of gubernacular tracts for permanent mandibular canines in eruption a three.pdf,INCLUDE,"该研究自身在方法中使用具名第三方非牙科3D软件，原文明确写道 ""The scanning data were imported into Mimics (Materialise, Leuven, Belgium)"" 以及 ""The angle was measured ... by 3-Matic (Materialise, Leuven, Belgium)""。",Mimics; 3-Matic,Oral and Maxillofacial Radiology,Morphological and phenotypic analysis,clinical,"【判定】: INCLUDE
【判定理由】: 该研究自身在方法中使用具名第三方非牙科3D软件，原文明确写道 ""The scanning data were imported into Mimics (Materialise, Leuven, Belgium)"" 以及 ""The angle was measured ... by 3-Matic (Materialise, Leuven, Belgium)""。
【软件】: Mimics; 3-Matic
【专科】: Oral and Maxillofacial Radiology
【应用场景】: Morphological and phenotypic analysis
【研究设计】: clinical"
unleashing the potency of multi segmental dcia flap in mandibular reconstruction with the aid of virtual surgery a retrospective cohort study,Unleashing the potency of multi-segmental DCIA flap in mandibular reconstruction with the aid of virtual surgery-A retrospective cohort study,JOURNAL OF CRANIO-MAXILLOFACIAL SURGERY,journalArticle,HDYG8L7N,Lin 等 - 2025 - Unleashing the potency of multi-segmental DCIA flap in mandibular reconstruction with the aid of vir.pdf,EXCLUDE,"抽取的证据片段仅包含题名、作者单位、关键词和摘要内容，其中虽提及""virtual surgery""和""virtual surgical techniques""，但未出现任何具名的第三方非牙科3D软件名称，无法确认该研究自身使用了符合纳入标准的软件。",-,-,-,-,"【判定】: EXCLUDE
【判定理由】: 抽取的证据片段仅包含题名、作者单位、关键词和摘要内容，其中虽提及""virtual surgery""和""virtual surgical techniques""，但未出现任何具名的第三方非牙科3D软件名称，无法确认该研究自身使用了符合纳入标准的软件。
【软件】: -
【专科】: -
【应用场景】: -
【研究设计】: -"
differentiation of radicular cysts and radicular granulomas via texture analysis of multi slice computed tomography images,Differentiation of radicular cysts and radicular granulomas via texture analysis of multi-slice computed tomography images,DENTOMAXILLOFACIAL RADIOLOGY,journalArticle,J78F7I8I,Yomtako 等 - 2024 - Differentiation of radicular cysts and radicular granulomas via texture analysis of multi-slice comp.pdf,INCLUDE,"该研究自身在材料与方法中使用 3D Slicer（""Lesion segmentation was performed using a 3D Slicer (version 5.0.3)""）进行三维分割，并用 Pyradiomics 提取影像组学特征。",3D Slicer; Pyradiomics,Oral and Maxillofacial Radiology,Image segmentation and 3D reconstruction,computational,"【判定】: INCLUDE
【判定理由】: 该研究自身在材料与方法中使用 3D Slicer（""Lesion segmentation was performed using a 3D Slicer (version 5.0.3)""）进行三维分割，并用 Pyradiomics 提取影像组学特征。
【软件】: 3D Slicer; Pyradiomics
【专科】: Oral and Maxillofacial Radiology
【应用场景】: Image segmentation and 3D reconstruction
【研究设计】: computational"
development of automatic landmark identification for mandible using curvature based registration,Development of automatic landmark identification for mandible using curvature-based registration,DENTOMAXILLOFACIAL RADIOLOGY,journalArticle,RSDDM8EI,Yonemitsu 等 - 2025 - Development of automatic landmark identification for mandible using curvature-based registration.pdf,EXCLUDE,"证据片段仅显示该研究使用自研的 curvature-driven, nonrigid iterative closest point (ICP) algorithm 和 statistical shape model (SSM)，未提及任何具名的第三方非牙科3D软件。",-,-,-,-,"【判定】: EXCLUDE
【判定理由】: 证据片段仅显示该研究使用自研的 curvature-driven, nonrigid iterative closest point (ICP) algorithm 和 statistical shape model (SSM)，未提及任何具名的第三方非牙科3D软件。
【软件】: -
【专科】: -
【应用场景】: -
【研究设计】: -"
machine learning assessment of dental age classification based on cone beam ct images a different approach,Machine learning assessment of dental age classification based on cone-beam CT images: a different approach.,Dento maxillo facial radiology,journalArticle,P2RSUDHI,Dogan 等 - 2024 - Machine learning assessment of dental age classification based on cone-beam CT images a different a.pdf,INCLUDE,"该研究自身在方法中使用了具名第三方非牙科3D软件，原文明确写道""imported into Mimics (Materialise Mimics Research version 20.0, Materialise NV Leuven, Belgium)""，并用其进行CBCT图像测量。",Mimics,Oral and Maxillofacial Radiology,Image segmentation and 3D reconstruction,computational,"【判定】: INCLUDE
【判定理由】: 该研究自身在方法中使用了具名第三方非牙科3D软件，原文明确写道""imported into Mimics (Materialise Mimics Research version 20.0, Materialise NV Leuven, Belgium)""，并用其进行CBCT图像测量。
【软件】: Mimics
【专科】: Oral and Maxillofacial Radiology
【应用场景】: Image segmentation and 3D reconstruction
【研究设计】: computational"
automated tooth segmentation in magnetic resonance scans using deep learning a pilot study,Automated tooth segmentation in magnetic resonance scans using deep learning - A pilot study,DENTOMAXILLOFACIAL RADIOLOGY,journalArticle,YP5VIRNP,Flügge 等 - 2025 - Automated tooth segmentation in magnetic resonance scans using deep learning - A pilot study..pdf,EXCLUDE,"该研究仅使用自研深度学习框架""nnU-Net framework""进行牙齿分割，未使用任何具名的第三方非牙科3D软件；证据片段中""segmentation model was trained using the nnU-Net framework""表明其依赖自建模型而非第三方3D软件。",-,-,-,-,"【判定】: EXCLUDE
【判定理由】: 该研究仅使用自研深度学习框架""nnU-Net framework""进行牙齿分割，未使用任何具名的第三方非牙科3D软件；证据片段中""segmentation model was trained using the nnU-Net framework""表明其依赖自建模型而非第三方3D软件。
【软件】: -
【专科】: -
【应用场景】: -
【研究设计】: -"
artificial intelligence based fully automatic 3d paranasal sinus segmentation,Artificial intelligence-based fully automatic 3D paranasal sinus segmentation,DENTOMAXILLOFACIAL RADIOLOGY,journalArticle,ZMBGXJTE,Kaygısız Yiğit 等 - 2025 - Artificial intelligence based fully automatic 3D paranasal sinus segmentation..pdf,INCLUDE,"该研究自身在方法中使用 3D Slicer 生成 ground truth 标注（""Ground truth annotations were manually generated by expert radiologists using the 3D Slicer software""），3D Slicer 为具名的第三方非牙科3D软件，用于3D数据处理。",3D Slicer,Oral and Maxillofacial Radiology,Image segmentation and 3D reconstruction,computational,"【判定】: INCLUDE
【判定理由】: 该研究自身在方法中使用 3D Slicer 生成 ground truth 标注（""Ground truth annotations were manually generated by expert radiologists using the 3D Slicer software""），3D Slicer 为具名的第三方非牙科3D软件，用于3D数据处理。
【软件】: 3D Slicer
【专科】: Oral and Maxillofacial Radiology
【应用场景】: Image segmentation and 3D reconstruction
【研究设计】: computational"
in vitro evaluation of accuracy of cbct derived volumes in maxillary defects effects of kvp device and software,"In Vitro Evaluation of Accuracy of CBCT-Derived Volumes in Maxillary Defects: Effects of kVp, Device, and Software",DIAGNOSTICS,journalArticle,MLA5PE8Y,"Murat 等 - 2025 - In Vitro Evaluation of Accuracy of CBCT-Derived Volumes in Maxillary Defects Effects of kVp, Device.pdf",INCLUDE,"摘要与全文中明确记载""Volume calculations were conducted using ITK-SNAP version 4.2.2 and 3D Doctor version 4.0 software""，为该研究自身在方法中使用具名第三方非牙科3D软件进行体积测量。",ITK-SNAP; 3D Doctor,Oral and Maxillofacial Radiology,Image segmentation and 3D reconstruction,in_vitro,"【判定】: INCLUDE
【判定理由】: 摘要与全文中明确记载""Volume calculations were conducted using ITK-SNAP version 4.2.2 and 3D Doctor version 4.0 software""，为该研究自身在方法中使用具名第三方非牙科3D软件进行体积测量。
【软件】: ITK-SNAP; 3D Doctor
【专科】: Oral and Maxillofacial Radiology
【应用场景】: Image segmentation and 3D reconstruction
【研究设计】: in_vitro"
using the finite element method to determine the odonto periodontal stress for a patient with angle class ii division 1 malocclusion,Using the Finite Element Method to Determine the Odonto-Periodontal Stress for a Patient with Angle Class II Division 1 Malocclusion,DIAGNOSTICS,journalArticle,863TCEA7,Katta 等 - 2023 - Using the Finite Element Method to Determine the Odonto-Periodontal Stress for a Patient with Angle.pdf,INCLUDE,"该研究自身在材料与方法中明确使用了非牙科3D软件，如""We used the InVesalius program, which can transform a set of DICOM-type images...into three-dimensional structures""以及""analyzed from a geometric point of view with the help of the Geomagic software""和""exported to a program that uses FEM, such as Ansys Workbench""。",InVesalius; Geomagic; Ansys Workbench,Orthodontics,Biomechanical analysis and simulation,computational,"【判定】: INCLUDE
【判定理由】: 该研究自身在材料与方法中明确使用了非牙科3D软件，如""We used the InVesalius program, which can transform a set of DICOM-type images...into three-dimensional structures""以及""analyzed from a geometric point of view with the help of the Geomagic software""和""exported to a program that uses FEM, such as Ansys Workbench""。
【软件】: InVesalius; Geomagic; Ansys Workbench
【专科】: Orthodontics
【应用场景】: Biomechanical analysis and simulation
【研究设计】: computational"
