序号,Key,Title,run1,run2,run3,一致,一致度,多数标签
,2TIWQGZY,Mandibular bone remodeling around osseointegrated functionally graded biomaterial implant using three dimensional finite element model,include,include,include,True,1.0,include
,HVIZBRYA,Morphological changes of the root apex in anterior teeth with periapical periodontitis: an in-vivo study,include,include,include,True,1.0,include
,7ABNVPGL,Accuracy of Maxillary Positioning During Orthognathic Surgery: A Comparison of Web-based 3-Dimensional Virtual Surgical Planning and Actual Outcomes,unsure,unsure,unsure,True,1.0,unsure
,GKQDU4CQ,Effect of different impression techniques on marginal integrity of CAD-CAM milled all-on-four mandibular frameworks: an in vitro study,unsure,unsure,unsure,True,1.0,unsure
,5V3UD9KJ,Three-dimensional thermophotonic image optimization modalities of truncated correlation photothermal coherence tomography,unsure,unsure,unsure,True,1.0,unsure
,7UEHD3YK,Computer-guided palatal canine disimpaction: a technical note,unsure,unsure,unsure,True,1.0,unsure
,EYH7C2TZ,Craniofacial Soft-Tissue Anthropomorphic Database with Magnetic Resonance Imaging and Unbiased Diffeomorphic Registration,include,exclude,exclude,False,0.6666666666666666,exclude
,RVS3GX4D,Dental biomechanics of root-analog implants in different bone,unsure,unsure,unsure,True,1.0,unsure
,E84ZXP9F,Three-Dimensional Hemisided Analysis of the Pharyngeal Airway: A Novel Technical Strategy to Evaluate Asymmetric Remodeling After Orthognathic Surgery,unsure,unsure,unsure,True,1.0,unsure
,K9WWSFHG,A 3D-Printed Customizable Platform for Multiplex Dynamic Biofilm Studies,exclude,exclude,exclude,True,1.0,exclude
,8N2YELVJ,Digital measurement method for comparing the absolute marginal discrepancy of three-unit ceramic fixed dental prostheses fabricated using conventional and digital technologies,include,include,include,True,1.0,include
,ZVQFLRVW,Measurement of normal and pathological mandibular and temporomandibular joint kinematics: A systematic review,exclude,exclude,exclude,True,1.0,exclude
,C5PC5D7P,Augmented reality presentation system of skeleton image based on biomedical features,exclude,exclude,exclude,True,1.0,exclude
,8B5C3WBK,Accurate Prediction of Melt Electrowritten Laydown Patterns from Simple Geometrical Considerations,exclude,exclude,exclude,True,1.0,exclude
,NB6F7YE9,Automated analysis of three-dimensional CBCT images taken in natural head position that combines facial profile processing and multiple deep-learning models,unsure,unsure,unsure,True,1.0,unsure
,KIX5ERF8,Evaluation of the accuracy of digital workflow for implant-supported full-arch fixed dental prostheses using a novel micro-CT measurement technique,unsure,unsure,unsure,True,1.0,unsure
,N6QYS54F,Digital fabrication of removable partial dentures made of titanium alloy and zirconium silicate micro-ceramic using a combination of additive and subtractive manufacturing technologies,unsure,unsure,unsure,True,1.0,unsure
,2F689GX9,Accuracy of indirect bonding trays - a measurement algorithm,unsure,unsure,unsure,True,1.0,unsure
,EQW8VEQK,Biomechanical effects of inclined implant shoulder design in all-on-four treatment concept: a three-dimensional finite element analysis,unsure,unsure,unsure,True,1.0,unsure
,9Q6DIK59,Design and fabrication of an interim fi xed restoration with an open-source nondental CAD software program and additive manufacturing: A technical report,include,include,include,True,1.0,include
,HNESQZX2,Methods of Evaluating Adaptation and Accuracy of Additive Manufactured Removable Partial Dentures: A Scoping Review,exclude,exclude,exclude,True,1.0,exclude
,4SY4NAUZ,A Deep Learning Framework for Segmenting Brain Tumors Using MRI and Synthetically Generated CT Images,exclude,exclude,exclude,True,1.0,exclude
,E9XPV3EJ,Influence of prosthesis type and intraoral scanner-based extraoral scanning protocol on the passive fit of CAD-CAM verification devices,unsure,unsure,unsure,True,1.0,unsure
,FGNMQN65,Clinical validation of the virtual splint registration workflow for craniomaxillofacial surgery,unsure,unsure,unsure,True,1.0,unsure
,4A7D7N7S,Assessing the spatial relationship between mandibular third molars and the inferior alveolar canal using a deep learning-based approach: a proof-of-concept study,unsure,unsure,unsure,True,1.0,unsure
,Y74MMKQJ,A Finite Element Analysis Study of Edentulous Model with Complete Denture to Simulate Masticatory Movement,unsure,unsure,unsure,True,1.0,unsure
,MLA5PE8Y,"In Vitro Evaluation of Accuracy of CBCT-Derived Volumes in Maxillary Defects: Effects of kVp, Device, and Software",include,include,include,True,1.0,include
,4MCRUAJM,Biomechanical comparison of different prosthetic materials and posterior implant angles in all-on-4 treatment concept by three-dimensional finite element analysis,include,include,include,True,1.0,include
,J44Q7MX9,A Tooth Segmentation Method Based on Multiple Geometric Feature Learning,unsure,unsure,unsure,True,1.0,unsure
,9S2FY68J,Enhancing preclinical dental education through a VR-based digital platform for inlay tooth preparation,unsure,unsure,unsure,True,1.0,unsure
,8F9WEIIK,Comparing the trueness of 3D printing and conventional casting for removable partial denture metal framework fabrication in different mandibular major connectors designs: An in vitro study,include,include,include,True,1.0,include
,G9J5IXKK,Three-Dimensional Accuracy of Digitally Planned Orthodontic Tooth Movement in a Fully Customized Self-Ligating Lingual System,include,include,include,True,1.0,include
,4WH6LK8R,Comparison of marginal and internal fit of 10-unit fixed dental prostheses fabricated from cobalt chromium alloys or zirconia ceramics using digital workflows,unsure,unsure,unsure,True,1.0,unsure
,Q3UWJ9BC,2D-to-3D: Predicting three-dimensional (3D) cephalometric measurements from two conventional X-ray images,include,include,include,True,1.0,include
,VJ7NSKC3,LRVRG: a local region-based variational region growing algorithm for fast mandible segmentation from CBCT images,unsure,unsure,unsure,True,1.0,unsure
,R4F9LK9P,Influence of Scanner Precision and Analysis Software in Quantifying Three-Dimensional Intraoral Changes: Two-Factor Factorial Experimental Design,include,include,include,True,1.0,include
,6YK2IBH7,Flexural strength and mode of failure of interim implant- supported fixed dental prostheses following different conversion techniques and structural reinforcement,unsure,unsure,unsure,True,1.0,unsure
,7YA2AMRR,Sex and age biological variation of the mandible in a Portuguese population- a forensic and medico-legal approaches with three-dimensional analysis,unsure,unsure,unsure,True,1.0,unsure
,ZF4BBLEI,Effect of Palatal Vault Depth on the Trueness of Metal Laser-Sintered and Cast Cobalt-Chromium Removable Partial Denture Frameworks,unsure,unsure,unsure,True,1.0,unsure
,W9MD2UYS,Enhancing the accuracy of genioplasty using mixed reality and computer-aided design/manufacturing: a randomized controlled trial,unsure,unsure,unsure,True,1.0,unsure
,X8S8V6W9,Trueness and marginal fit of implant-supported complete-arch fixed prosthesis frameworks made of high-performance polymers and titanium: An explorative in-vitro study,unsure,unsure,unsure,True,1.0,unsure
,4JGR7GAS,A Novel Framework for Optimizing Peri-Implant Soft Tissue in Subcrestally Placed Implants in Single Molar Cases: Integrating Transitional and Subcrestal Zones for Biological Stability,unsure,unsure,unsure,True,1.0,unsure
,RT35A7UX,Formulation and evaluation of semi-solid extrusion (SSE) 3D-printed drug preparations using poloxamers and polyethylene oxide as co-printed carrier polymers,exclude,exclude,exclude,True,1.0,exclude
,SDFXVAB9,Volume Change of Masticatory Muscles by Skeletal Class III Orthognathic Surgery with and Without Facial Asymmetry: A Cross-Sectional and Longitudinal Study,unsure,unsure,unsure,True,1.0,unsure
,VPLLGW2S,Volumetric and Morphological Analysis of Mandibular Condyles of Angle Class 2 and 3 Malocclusion Patients,include,include,include,True,1.0,include
,MNH8ZML7,A Novel Approach to Repositioning and Stabilization of a Luxated Tooth With Displacement Using a 3D Printed Guide,include,unsure,unsure,False,0.6666666666666666,unsure
,GZCR8ZD9,An in vitro evaluation of bond strength and failure behavior between 3D-printed cobalt-chromium alloy and different types of denture base resins,unsure,unsure,unsure,True,1.0,unsure
,XRZSYJ46,Utilization of Tenting Pole Abutments for the Reconstruction of Severely Resorbed Alveolar Bone: Technical Considerations and Case Series Reports,unsure,unsure,unsure,True,1.0,unsure
,MQYSVWQX,Image quality and radiation dose assessment of Thai<bold>-</bold>made 2D and 3D dental extraoral imaging scanners,unsure,unsure,unsure,True,1.0,unsure
,E962PLRC,Three-dimensional evaluation of the transfer accuracy of a bracket jig fabricated using computer-aided design and manufacturing to the anterior dentition: An in vitro study,unsure,unsure,unsure,True,1.0,unsure
,586DI265,Two step approach for detecting and segmenting the second mesiobuccal canal of maxillary first molars on cone beam computed tomography (CBCT) images via artificial intelligence,include,include,include,True,1.0,include
,MUC7MYAK,Development and implementation of a three-dimensional (3D) printing elective course for health science students,exclude,exclude,exclude,True,1.0,exclude
,45ZDRSPX,Feasibility and accuracy of a partial point cloud registration method for transoral robot-assisted surgery of zygoma fracture: A phantom study,unsure,unsure,unsure,True,1.0,unsure
,L3AXKYYL,Registration of magnetic resonance and computed tomography images in patients with oral squamous cell carcinoma for three-dimensional virtual planning of mandibular resection and reconstruction,unsure,unsure,unsure,True,1.0,unsure
,TUK7DSEX,Is Additive Manufacturing of Dental Zirconia Comparable to Subtractive Methods When Considering Printing Orientation and Layer Thickness? A Systematic Review and Meta-Analysis,exclude,exclude,exclude,True,1.0,exclude
,FVXUA272,Augmented Reality-Assisted Surgical Exposure of an Impacted Tooth: A Pilot Study,unsure,include,include,False,0.6666666666666666,include
,TTVQARQ2,A Novel Virtual Planned-Orthodontic-Surgical Approach for Proportional Condylectomy in Condylar Hyperplasia,unsure,include,include,False,0.6666666666666666,include
,MY7LE3CF,Prediction of the bone volume for sinus augmentation through 3-dimensional analysis,include,include,include,True,1.0,include
,B4ND95YE,Computational pathology-based artificial intelligence platform for the identification of common oral potentially malignant disorders,exclude,exclude,exclude,True,1.0,exclude
,8S9QIETS,SPMMSegNet: self-parameterization multi-scale mesh segmentation network for tooth identification,unsure,unsure,unsure,True,1.0,unsure
,FY3BNMHZ,Automatic segmentation of the midfacial bone surface from ultrasound images using deep learning methods,unsure,exclude,exclude,False,0.6666666666666666,exclude
,FAY7UP65,Impact of marginal defects on the accuracy of automated finish line detection in tooth preparation,unsure,unsure,unsure,True,1.0,unsure
,6Q7XWKSI,Revolutionizing Dental Implant Research: A Systematic Review on Three-Dimensional In Vitro Models,exclude,exclude,exclude,True,1.0,exclude
,54YNGPW3,Synchrotron microtomography applied to the volumetric analysis of internal structures of Thoropa miliaris tadpoles,exclude,exclude,exclude,True,1.0,exclude
,ZKMI2LI4,Relationship between maxillofacial asymmetry and cranial base morphology in patients with jaw deformities: a three-dimensional computed tomography analysis,unsure,unsure,unsure,True,1.0,unsure
,GAZX5M5Q,Machine-Learning-Based Spectral Modeling: A Biomimetic Guide for Enhancing Esthetics,unsure,unsure,unsure,True,1.0,unsure
,JQCSKKEU,Computational hybrid analysis of drug diffusion in three-dimensional domain with the aid of mass transfer and machine learning techniques,exclude,exclude,exclude,True,1.0,exclude
,J9FU9DVK,Emerging Technologies in the Treatment of Orbital Floor Fractures: A Systematic Review,exclude,exclude,exclude,True,1.0,exclude
,ED4NLMLY,Restoring Mandibular Anatomy After Complex Trauma: Clinical Applications of a Statistical Shape Model,include,unsure,unsure,False,0.6666666666666666,unsure
,5EV82UG8,Tomographic similarity scan with a computed modified absolute mandibular midsagittal plane for precise and objective localization of mandibular asymmetry,unsure,unsure,unsure,True,1.0,unsure
,HFL89TH9,A mixed reality-based navigation method for dental implant navigation method: A pilot study,unsure,unsure,unsure,True,1.0,unsure
,TRMR5FNJ,Dynamic energy control in photopolymerization: Achieving uniform overcure and high dimensional accuracy for dental applications,unsure,unsure,unsure,True,1.0,unsure
,M7P5EH6Q,Automatic three-dimensional facial symmetry reference plane construction based on facial planar reflective symmetry net,unsure,unsure,unsure,True,1.0,unsure
,NUN2T7K6,Inter- and intraindividual variability in virtual single-tooth implant positioning,unsure,unsure,unsure,True,1.0,unsure
,I7Y67RM9,ToothFormer: A Region-Adaptive and Axis-Aware Transformer Network for Precise 3D CBCT Tooth Segmentation,unsure,unsure,unsure,True,1.0,unsure
,7RTUS649,Accuracy of dynamic computer-assisted implant surgery in fully edentulous patients: An in vitro study,unsure,unsure,unsure,True,1.0,unsure
,U6NMXLSS,"Integration of imaging modalities in digital dental workflows - possibilities, limitations, and potential future developments",unsure,unsure,unsure,True,1.0,unsure
,AN2LBDKB,Custom design of a temporomandibular joint prosthesis: A kinematic approach evaluated by finite element analysis,include,unsure,unsure,False,0.6666666666666666,unsure
