_nt,Title,期刊,Item Type,Key,PDF,判定,判定理由,软件,专科,应用场景,研究设计,原始返回
efficacy of ai enabled software in automatic segmentation for orthognathic surgery,Efficacy of Ai Enabled Software in Automatic Segmentation for Orthognathic Surgery.,Journal of maxillofacial and oral surgery,journalArticle,7LLG4STI,Claus 等 - 2026 - Efficacy of Ai Enabled Software in Automatic Segmentation for Orthognathic Surgery.pdf,EXCLUDE,"证据片段仅提及该研究使用""an AI-based deep learning platform""进行分割与对齐，未出现任何具名的第三方非牙科3D软件（如Mimics、3D Slicer等），属于自研/专有AI平台。",-,-,-,-,"【判定】: EXCLUDE
【判定理由】: 证据片段仅提及该研究使用""an AI-based deep learning platform""进行分割与对齐，未出现任何具名的第三方非牙科3D软件（如Mimics、3D Slicer等），属于自研/专有AI平台。
【软件】: -
【专科】: -
【应用场景】: -
【研究设计】: -"
spontaneous dental implant macro migration in low density bone an 8 year case report,Spontaneous dental implant macro-migration in low-density bone: An 8-year case report.,Clinical advances in periodontics,journalArticle,BBL5YC5J,Tsai 等 - 2026 - Spontaneous dental implant macro‐migration in low‐density bone An 8‐year case report.pdf,INCLUDE,"该研究自身在材料与方法中使用""open-source software (Fiji/ImageJ, version 1.53, National Institutes of Health, Bethesda, MD, USA)""进行影像配准与迁移量化分析。",Fiji/ImageJ,Implantology,3D data analysis and accuracy assessment,case_report,"【判定】: INCLUDE
【判定理由】: 该研究自身在材料与方法中使用""open-source software (Fiji/ImageJ, version 1.53, National Institutes of Health, Bethesda, MD, USA)""进行影像配准与迁移量化分析。
【软件】: Fiji/ImageJ
【专科】: Implantology
【应用场景】: 3D data analysis and accuracy assessment
【研究设计】: case_report"
tissue engineering current technology for facial reconstruction,Tissue Engineering: Current Technology for Facial Reconstruction.,Facial plastic surgery : FPS,journalArticle,XUFU4743,Fenberg 等 - 2023 - Tissue Engineering Current Technology for Facial Reconstruction.pdf,EXCLUDE,"该文献为综述（摘要及正文明确写明 ""In this review, we highlight the current state of tissue engineering in facial reconstruction""），且证据片段中未出现任何该研究自身使用的具名第三方非牙科3D软件。",-,-,-,-,"【判定】: EXCLUDE
【判定理由】: 该文献为综述（摘要及正文明确写明 ""In this review, we highlight the current state of tissue engineering in facial reconstruction""），且证据片段中未出现任何该研究自身使用的具名第三方非牙科3D软件。
【软件】: -
【专科】: -
【应用场景】: -
【研究设计】: -"
evaluation of one and two step impression techniques and vertical marginal misfit in fixed prothesis,Evaluation of One- and Two-Step Impression Techniques and Vertical Marginal Misfit in Fixed Prothesis.,International journal of dentistry,journalArticle,DGRF9TWB,Radfar 等 - 2023 - Evaluation of One- and Two-Step Impression Techniques and Vertical Marginal Misfit in Fixed Prothesi-1.pdf,EXCLUDE,"证据片段中仅提及""CAD/CAM system""和""Carl Zeiss AxioVision Microscopic Imaging Software""（显微镜成像软件）及""SPSS 19""（统计软件），未出现任何具名的第三方非牙科三维（3D）软件用于3D数据处理、分析、建模或测量。",-,-,-,-,"【判定】: EXCLUDE
【判定理由】: 证据片段中仅提及""CAD/CAM system""和""Carl Zeiss AxioVision Microscopic Imaging Software""（显微镜成像软件）及""SPSS 19""（统计软件），未出现任何具名的第三方非牙科三维（3D）软件用于3D数据处理、分析、建模或测量。
【软件】: -
【专科】: -
【应用场景】: -
【研究设计】: -"
experimental study on dimensional variations of 3d printed dental models based on printing orientation,Experimental study on dimensional variations of 3D printed dental models based on printing orientation.,Clinical case reports,journalArticle,JH94FFYH,Perlea 等 - 2024 - Experimental study on dimensional variations of 3D printed dental models based on printing orientati.pdf,EXCLUDE,"证据片段中出现的具名软件为 ""Phrozen 3D Slice Software""（切片软件）和 ""IBM SPSS Statistics""（统计分析），前者属牙科/3D打印专用切片软件，后者非3D数据处理软件；文中""dedicated software""未具名，无任何具名的第三方非牙科3D软件被该研究自己用于3D数据处理、分析、建模或测量。",-,-,-,-,"【判定】: EXCLUDE
【判定理由】: 证据片段中出现的具名软件为 ""Phrozen 3D Slice Software""（切片软件）和 ""IBM SPSS Statistics""（统计分析），前者属牙科/3D打印专用切片软件，后者非3D数据处理软件；文中""dedicated software""未具名，无任何具名的第三方非牙科3D软件被该研究自己用于3D数据处理、分析、建模或测量。
【软件】: -
【专科】: -
【应用场景】: -
【研究设计】: -"
combination of cad cam technologies and conventional processing in the fabrication of a maxillary obturator prosthesis a clinical report,Combination of CAD/CAM technologies and conventional processing in the fabrication of a maxillary obturator prosthesis: a clinical report.,Journal of medicine and life,journalArticle,UAI78VW7,Saadellaoui 等 - 2024 - Combination of CADCAM technologies and conventional processing in the fabrication of a maxillary ob.pdf,EXCLUDE,"证据片段仅提及""Using dental CAD software""进行设计，未给出任何具名的第三方非牙科3D软件名称，且所用为牙科CAD软件。",-,-,-,-,"【判定】: EXCLUDE
【判定理由】: 证据片段仅提及""Using dental CAD software""进行设计，未给出任何具名的第三方非牙科3D软件名称，且所用为牙科CAD软件。
【软件】: -
【专科】: -
【应用场景】: -
【研究设计】: -"
dental microfracture detection using wavelet features and machine learning,Dental microfracture detection using wavelet features and machine learning.,Proceedings of SPIE--the International Society for Optical Engineering,journalArticle,GYAL5HZT,Vicory 等 - 2021 - Dental microfracture detection using wavelet features and machine learning..pdf,EXCLUDE,"该研究仅使用自研算法（""we compute the inverse wavelet pyramid""、""train and run a U-Net""），未使用任何具名的第三方非牙科3D软件；证据中出现的 Bruker Skyscan 1172 为 microCT 成像设备而非3D处理软件。",-,-,-,-,"【判定】: EXCLUDE
【判定理由】: 该研究仅使用自研算法（""we compute the inverse wavelet pyramid""、""train and run a U-Net""），未使用任何具名的第三方非牙科3D软件；证据中出现的 Bruker Skyscan 1172 为 microCT 成像设备而非3D处理软件。
【软件】: -
【专科】: -
【应用场景】: -
【研究设计】: -"
comparison of the reproducibility of maxillary position transfer with a mechanical facebow and those with facial scanning and cone beam computed tomography based on a method of model orientation using anatomical landmarks,"Comparison of the reproducibility of maxillary position transfer with a mechanical facebow and those with facial scanning and cone beam computed  tomography, based on a method of model orientation using anatomical landmarks.",Journal of prosthodontics : official journal of the American College of Prosthodontists,journalArticle,NJJRVPS5,Wang 等 - 2026 - Comparison of the reproducibility of maxillary position transfer with a mechanical facebow and those.pdf,INCLUDE,"该研究自身在材料与方法中使用 Geomagic Wrap 处理扫描数据，原文为 ""the scanned data were exported in standard tessellation language (STL) format and then modified using Geomagic Wrap (version 2018.1; 3D system)""。",Geomagic Wrap,Prosthodontics,3D data analysis and accuracy assessment,clinical,"【判定】: INCLUDE
【判定理由】: 该研究自身在材料与方法中使用 Geomagic Wrap 处理扫描数据，原文为 ""the scanned data were exported in standard tessellation language (STL) format and then modified using Geomagic Wrap (version 2018.1; 3D system)""。
【软件】: Geomagic Wrap
【专科】: Prosthodontics
【应用场景】: 3D data analysis and accuracy assessment
【研究设计】: clinical"
computer guided versus freehand dental implant surgery randomized controlled clinical trial,Computer guided versus freehand dental implant surgery: Randomized controlled clinical trial.,The Saudi dental journal,journalArticle,4EVUG7GP,Mahmoud 等 - 2024 - Computer guided versus freehand dental implant surgery Randomized controlled clinical trial..pdf,EXCLUDE,"证据片段中仅出现""G-power software""（用于样本量计算）和泛泛提及的""3D implant design software""，未出现任何具名的第三方非牙科3D软件被该研究自己用于3D数据处理、分析、建模或测量。",-,-,-,-,"【判定】: EXCLUDE
【判定理由】: 证据片段中仅出现""G-power software""（用于样本量计算）和泛泛提及的""3D implant design software""，未出现任何具名的第三方非牙科3D软件被该研究自己用于3D数据处理、分析、建模或测量。
【软件】: -
【专科】: -
【应用场景】: -
【研究设计】: -"
complete arch accuracy of seven intraoral scanners measured by the virtual fit method,Complete-arch accuracy of seven intraoral scanners measured by the virtual-fit method.,Journal of dentistry,journalArticle,NYVN7TZY,Borbola 等 - 2024 - Complete-arch accuracy of seven intraoral scanners measured by the virtual-fit method..pdf,EXCLUDE,"证据片段仅泛泛提及 ""CAD-CAM""、""CAD-based restoration design"" 等流程性描述，未出现任何该研究自身使用的具名第三方非牙科3D软件（如 Mimics、Geomagic、CloudCompare 等）。",-,-,-,-,"【判定】: EXCLUDE
【判定理由】: 证据片段仅泛泛提及 ""CAD-CAM""、""CAD-based restoration design"" 等流程性描述，未出现任何该研究自身使用的具名第三方非牙科3D软件（如 Mimics、Geomagic、CloudCompare 等）。
【软件】: -
【专科】: -
【应用场景】: -
【研究设计】: -"
effect of saliva on accuracy of digital dental implant transfer using two different materials of intraoral scan bodies with different exposed lengths,Effect of saliva on accuracy of digital dental implant transfer using two different materials of intraoral scan bodies with different exposed lengths.,BMC oral health,journalArticle,CYV65U6X,Tawfik 等 - 2024 - Effect of saliva on accuracy of digital dental implant transfer using two different materials of int.pdf,EXCLUDE,"证据片段中出现的具名软件为牙科专用软件（""Exocad Dental CAD""、""Exocad design software""）及统计软件（""IBM SPSS""），未见该研究自身使用任何具名的第三方非牙科3D软件。",-,-,-,-,"【判定】: EXCLUDE
【判定理由】: 证据片段中出现的具名软件为牙科专用软件（""Exocad Dental CAD""、""Exocad design software""）及统计软件（""IBM SPSS""），未见该研究自身使用任何具名的第三方非牙科3D软件。
【软件】: -
【专科】: -
【应用场景】: -
【研究设计】: -"
position of digitally guided implants in completely edentulous maxillae by using a modified double scan and overlap of three digital surface protocol,Position of digitally guided implants in completely edentulous maxillae by using a modified double-scan and overlap of three digital surface protocol.,The Journal of prosthetic dentistry,journalArticle,RXN9D6EM,Troncoso-Pazos 等 - 2025 - Position of digitally guided implants in completely edentulous maxillae by using a modified double-s.pdf,EXCLUDE,"证据片段中唯一具名的软件为 ""Blue Sky Plan v14.0; Blue Sky Bio LLC""，属于牙科专用种植规划软件，不符合""非牙科3D软件""的纳入标准；STATA 仅用于统计功效计算，非3D数据处理。",-,-,-,-,"【判定】: EXCLUDE
【判定理由】: 证据片段中唯一具名的软件为 ""Blue Sky Plan v14.0; Blue Sky Bio LLC""，属于牙科专用种植规划软件，不符合""非牙科3D软件""的纳入标准；STATA 仅用于统计功效计算，非3D数据处理。
【软件】: -
【专科】: -
【应用场景】: -
【研究设计】: -"
