file,match_idx,score,matched,_idx,Title_clean,Key,AI分类,在最终613,是否最终613
Faccioni 等 - 2025 - Changes of Airway Space and Flow in Patients Treated with Rapid Palatal Expander (RPE) An Observati.pdf,1398.0,100.0,True,1398.0,Changes of Airway Space and Flow in Patients Treated with Rapid Palatal Expander (RPE): An Observational Pilot Study with Comparison with Non-Treated Patients,66ZG9X74,include,True,True
Faderani 等 - 2022 - 3D photography and computer modelling in nasal reconstruction.pdf,194.0,100.0,True,194.0,3D photography and computer modelling in nasal reconstruction.,KB2PJW4K,exclude,False,False
Faihs 等 - 2022 - A Novel Artificial Intelligence-Based Approach for Quantitative Assessment of Angiogenesis in the Ex.pdf,995.0,100.0,True,995.0,A Novel Artificial Intelligence-Based Approach for Quantitative Assessment of Angiogenesis in the Ex Ovo CAM Model,9RG8ZHBS,exclude,False,False
Fan 等 - 2022 - Automated assessment of mandibular shape asymmetry in 3-dimensions..pdf,319.0,100.0,True,319.0,Automated assessment of mandibular shape asymmetry in 3-dimensions.,AES2CIZM,include,True,True
Fan 等 - 2025 - Advancements in Microfluidic Organ-on-a-chip for Oral Medicine.pdf,895.0,100.0,True,895.0,Advancements in Microfluidic Organ-on-a-chip for Oral Medicine,QIEFEE8C,exclude,False,False
Fan 等 - 2025 - Automatic surgical planning based on point cloud filtering and geometric constraints for temporomand.pdf,166.0,100.0,True,166.0,Automatic surgical planning based on point cloud filtering and geometric constraints for temporomandibular joint prosthesis implantation.,2E6KGKNK,include,False,False
Fang Guo 等 - 2021 - Biomechanical evaluation of a customized 3D-printed polyetheretherketone condylar prosthesis.pdf,2038.0,100.0,True,2038.0,Biomechanical evaluation of a customized 3D-printed polyetheretherketone condylar prosthesis,7VD2J5PF,include,True,True
Fang 等 - 2024 - Patient-specific reference model estimation for orthognathic surgical planning..pdf,1186.0,100.0,True,1186.0,Patient-specific reference model estimation for orthognathic surgical planning,YA9MSA57,exclude,False,False
Faqeer 等 - 2024 - Establishment and validation of an efficient method for the 3D culture of osteoclasts in vitro..pdf,1287.0,100.0,True,1287.0,Establishment and validation of an efficient method for the 3D culture of osteoclasts in vitro,22UQETPW,exclude,False,False
Faqeer 等 - 2024 - Establishment and validation of an efficient method for the 3D culture of osteoclasts in vitro.pdf,1287.0,100.0,True,1287.0,Establishment and validation of an efficient method for the 3D culture of osteoclasts in vitro,22UQETPW,exclude,False,False
Farid 等 - 2026 - Accuracy of scanning using photogrammetry and reverse scan for complete arch implant-supported prost.pdf,609.0,100.0,True,609.0,Accuracy of scanning using photogrammetry and reverse scan for complete arch implant-supported prostheses: An in vitro comparative study.,9SDX4TPK,include,True,True
Farook 等 - 2021 - Optimization of Prosthodontic Computer‐Aided Designed Models A Virtual Evaluation of Mesh Quality R.pdf,2132.0,100.0,True,2132.0,Optimization of Prosthodontic Computer-Aided Designed Models: A Virtual Evaluation of Mesh Quality Reduction Using Open Source Software,NGPJEDGB,include,True,True
"Farook 等 - 2023 - Influence of Intraoral Scanners, Operators, and Data Processing on Dimensional Accuracy of Dental Ca.pdf",454.0,100.0,True,454.0,"Influence of Intraoral Scanners, Operators, and Data Processing on Dimensional Accuracy of Dental Casts for Unsupervised Clinical Machine Learning: An In Vitro Comparative Study.",QNT8ENQE,exclude,False,False
Farouk Zaki Mohamed 等 - 2025 - Finite element analysis of welded titanium bar and poly ether ether ketone bar in maxillary full arc.pdf,1065.0,100.0,True,1065.0,Finite element analysis of welded titanium bar and poly ether ether ketone bar in maxillary full arch splinted interim prosthesis,C6DR5SCA,include,True,True
Farronato 等 - 2025 - Augmented Reality-Assisted Micro-Invasive Apicectomy with Markerless Visual–Inertial Odometry An In.pdf,2014.0,100.0,True,2014.0,Augmented Reality-Assisted Micro-Invasive Apicectomy with Markerless Visual-Inertial Odometry: An In Vivo Pilot Study,72VTFG8B,include,False,False
Fasih 等 - 2025 - Artificial Intelligence in Detecting and Segmenting Vertical Misfit of Prosthesis in Radiographic Im.pdf,720.0,100.0,True,720.0,Artificial Intelligence in Detecting and Segmenting Vertical Misfit of Prosthesis in Radiographic Images of Dental Implants: A Cross-Sectional Analysis,9MTJQ34Q,exclude,False,False
Faty 等 - 2023 - A Comparison of Denture Base Retention and Adaptation Between CADCAM and Conventional Fabrication T.pdf,2267.0,100.0,True,2267.0,A Comparison of Denture Base Retention and Adaptation Between CAD/CAM and Conventional Fabrication Techniques,34EC3W3G,include,False,False
Faus-Matoses 等 - 2021 - A Novel Digital Technique for Measuring the Accuracy of an Indirect Bonding Technique Using Fixed Bu.pdf,1187.0,100.0,True,1187.0,A Novel Digital Technique for Measuring the Accuracy of an Indirect Bonding Technique Using Fixed Buccal Multibracket Appliances,ZV568RJY,include,True,True
Fawad和Moon - 2023 - DeAPIR Efficient and Enhanced Dental Arch-Guided Panoramic Image Reconstruction from CBCT Data.pdf,1055.0,100.0,True,1055.0,DeAPIR: Efficient and Enhanced Dental Arch-Guided Panoramic Image Reconstruction from CBCT Data,KFG4F76J,include,False,False
Fawzy 等 - 2022 - Technical considerations of computer-aided planning in severe orbital trauma A retrospective study.pdf,1127.0,100.0,True,1127.0,Technical considerations of computer-aided planning in severe orbital trauma: A retrospective study,UUBTWEUW,unsure,True,True
Febvey 等 - 2023 - Root canal disinfection and maintenance of the remnant tooth tissues by using grape seed and cranber.pdf,21.0,100.0,True,21.0,Root canal disinfection and maintenance of the remnant tooth tissues by using grape seed and cranberry extracts.,78Q8XIIY,exclude,False,False
Fekri和Abdelaziz - 2023 - Digital duplication of maxillary complete denture A dental technique-1.pdf,10.0,100.0,True,10.0,Digital duplication of maxillary complete denture: A dental technique.,JP3XLWTI,include,False,False
Fekri和Abdelaziz - 2023 - Digital duplication of maxillary complete denture A dental technique.pdf,10.0,100.0,True,10.0,Digital duplication of maxillary complete denture: A dental technique.,JP3XLWTI,include,False,False
Felek 等 - 2025 - 3D modelling and x-ray depth analysis map of the pulp with computer software via digital periapical.pdf,2089.0,100.0,True,2089.0,3D modelling and x-ray depth analysis map of the pulp with computer software via digital periapical radiography and cone beam computed tomography,AGVFZ3RW,include,False,False
Fenberg 等 - 2023 - Tissue Engineering Current Technology for Facial Reconstruction.pdf,273.0,100.0,True,273.0,Tissue Engineering: Current Technology for Facial Reconstruction.,XUFU4743,exclude,False,False
fendo.2020.00612.pdf.pdf,,0.0,False,,,,,False,False
Feng 等 - 2022 - Study on fracture behavior of molars based on three‐dimensional high‐precision computerized tomograp.pdf,937.0,100.0,True,937.0,Study on fracture behavior of molars based on three-dimensional high-precision computerized tomography scanning and numerical simulation,CL73C5HV,include,False,False
Ferrari 等 - 2025 - Accuracy of intraoral scanners in the cleft anatomy of neonates..pdf,1810.0,100.0,True,1810.0,Accuracy of intraoral scanners in the cleft anatomy of neonates,4NP6UKJF,include,True,True
Ferreira De Barros 等 - 2024 - In-House Three-Dimensional Printing in Orbital Reconstructive Surgery A Case Report and Future Pers.pdf,171.0,100.0,True,171.0,In-House Three-Dimensional Printing in Orbital Reconstructive Surgery: A Case Report and Future Perspectives.,V9V4K2H2,include,True,True
Ferretti 等 - 2026 - Virtual reality and 3D printing in head and neck cancer an educational experience.pdf,649.0,100.0,True,649.0,Virtual reality and 3D printing in head and neck cancer: an educational experience,SJNPSVRX,unsure,False,False
Fidalgo 等 - 2020 - Synchrotron microtomography applied to the volumetric analysis of internal structures of Thoropa mil.pdf,804.0,100.0,True,804.0,Synchrotron microtomography applied to the volumetric analysis of internal structures of Thoropa miliaris tadpoles,54YNGPW3,exclude,True,True
Figueras-Alvarez 等 - 2021 - A straightforward protocol for designing an interim hollow shell with open-source software.pdf,2058.0,100.0,True,2058.0,A straightforward protocol for designing an interim hollow shell with open-source software,28GE8FQS,include,True,True
Figueras-Alvarez 等 - 2025 - A comparative analysis of soft tissue volumetric alterations utilizing root mean square and positive.pdf,247.0,100.0,True,247.0,A comparative analysis of soft tissue volumetric alterations utilizing root mean square and positive and negative average calculations through two software.,UI48XFYD,include,True,True
"Fischer 等 - 2025 - Guidance on biomaterials for periodontal tissue regeneration Fabrication methods, materials and bio.pdf",930.0,100.0,True,930.0,"Guidance on biomaterials for periodontal tissue regeneration: Fabrication methods, materials and biological considerations",PKH8V7FJ,exclude,False,False
Flotho 等 - 2024 - Rat Tongue Kinematics with Markerless XROMM Using DeepLabCut and Marker Masking..pdf,218.0,100.0,True,218.0,Rat Tongue Kinematics with Markerless XROMM Using DeepLabCut and Marker Masking.,R32WAMDT,exclude,False,False
Flügge 等 - 2025 - Automated tooth segmentation in magnetic resonance scans using deep learning - A pilot study..pdf,2241.0,100.0,True,2241.0,Automated tooth segmentation in magnetic resonance scans using deep learning - A pilot study,YP5VIRNP,exclude,True,True
Fontenele和Jacobs - 2025 - Unveiling the power of artificial intelligence for image‐based diagnosis and treatment in endodontic.pdf,1458.0,100.0,True,1458.0,Unveiling the power of artificial intelligence for image-based diagnosis and treatment in endodontics: An ally or adversary?,CD63K8E4,exclude,False,False
Forna 等 - 2020 - Influence of Implant Dimensions in the Resorbed and Bone Augmented Mandible A Finite Element Study.pdf,225.0,100.0,True,225.0,Influence of Implant Dimensions in the Resorbed and Bone Augmented Mandible: A Finite Element Study.,6KRL8HF5,include,True,True
Friot--Giroux 等 - 2022 - Iterative tomographic reconstruction with TV prior for low-dose CBCT dental imaging.pdf,2135.0,100.0,True,2135.0,Iterative tomographic reconstruction with TV prior for low-dose CBCT dental imaging,AXWQZGS4,exclude,False,False
Fu 等 - 2020 - Technical Note Automatic segmentation of CT images for ventral body composition analysis..pdf,1525.0,100.0,True,1525.0,Technical Note: Automatic segmentation of CT images for ventral body composition analysis,WAYS2G79,exclude,False,False
Fu 等 - 2025 - A reliable micro-CT-based method reveals dynamic changes to alveolar bone and tooth root following l.pdf,1169.0,100.0,True,1169.0,A reliable micro-CT-based method reveals dynamic changes to alveolar bone and tooth root following ligature-induced periodontal injury in the mouse,3IEUJSUM,include,True,True
Fujita 等 - 2024 - Three-dimensional simultaneous T1 and T2 relaxation times and quantitative susceptibility mapping a.pdf,628.0,100.0,True,628.0,Three-dimensional simultaneous T1 and T2* relaxation times and quantitative susceptibility mapping at 3?T: A multicenter validation study.,2SQISMYK,exclude,False,False
"Fulwood 等 - 2021 - Reconstructing dietary ecology of extinct strepsirrhines (Primates, Mammalia) with new approaches fo.pdf",1368.0,100.0,True,1368.0,"Reconstructing dietary ecology of extinct strepsirrhines (Primates, Mammalia) with new approaches for characterizing and analyzing tooth shape",JTQCYKPI,exclude,False,False
Gabolli 等 - 2026 - 3D modeling of the frontal sinus as a contribution tool for human identification - a case report.pdf,713.0,100.0,True,713.0,3D modeling of the frontal sinus as a contribution tool for human identification - a case report,BCQSD5UJ,include,False,False
Gaboutchian 等 - 2021 - New Approach to Dental Morphometric Research Based on 3D Imaging Techniques..pdf,217.0,100.0,True,217.0,New Approach to Dental Morphometric Research Based on 3D Imaging Techniques.,JXPNURLI,unsure,False,False
Gaikwad 等 - 2022 - Role of 3D Printing in Post-op Rehabilitation of Palatal Bone Loss by Mucormycosis A Survey.pdf,245.0,100.0,True,245.0,Role of 3D Printing in Post-op Rehabilitation of Palatal Bone Loss by Mucormycosis: A Survey.,6VNYBPW6,exclude,False,False
Gallardo 等 - 2026 - A pointwise contextual multiscale texture operator and its application to 3D medical image segmentat.pdf,1843.0,100.0,True,1843.0,A pointwise contextual multiscale texture operator and its application to 3D medical image segmentation,38ACQQKI,include,False,False
Gan 等 - 2025 - Adaptation of maxillary removable partial denture frameworks fabricated with a direct digital workfl.pdf,1545.0,100.0,True,1545.0,Adaptation of maxillary removable partial denture frameworks fabricated with a direct digital workflow: A randomized crossover clinical trial,2FFUFDEY,include,True,True
Gandhi - Center of resistance of maxillary canines a 3D computational model for orthodontic applications.pdf,2240.0,100.0,True,2240.0,Center of resistance of maxillary canines: a 3D computational model for orthodontic applications,IDN8M8Q7,include,True,True
Gandhi 等 - 2021 - Where is the center of resistance of a maxillary first molar A 3-dimensional finite element analysi.pdf,2256.0,100.0,True,2256.0,Where is the center of resistance of a maxillary first molar? A 3-dimensional finite element analysis,GHP84UX8,include,True,True
