record_id,Key,Title,DOI,Journal,Item Type,Date,Year,Dental Specialty,Software Used,Application Scenario,Region,ai_original_label,decision,decision_reason,_n,decision_2,decision_2_reason,ID,ai_majority_label,_year,_month,Half,_spec,_scen,_soft,Half2,_soft2,Software Used (fixed),decision_3,decision_3_reason,study_type,Archetype,_nt,_source
208,ILAFRFCN,Segmentation of Cemento-Osseous Dysplasias Using an Artificial Intelligence Algorithm,10.1016/j.identj.2025.109340,Int Dent J,journalArticle,2026/04,2026,Oral and Maxillofacial Radiology;Oral and Maxillofacial Surgery,3D Slicer,Image Segmentation and 3D Reconstruction,TUR,include,保留,未发现纳排问题,segmentationofcementoosseousdysplasiasusinganartificialintelligencealgorithm,保留,,10.1016/j.identj.2025.109340,include,2026,4.0,2026-H1,"['Oral and Maxillofacial Radiology', 'Oral and Maxillofacial Surgery']",['Image Segmentation and 3D Reconstruction'],['3D Slicer'],2026-H1,['3D Slicer'],3D Slicer,保留,,computational,1,segmentation of cemento osseous dysplasias using an artificial intelligence algorithm,原始筛查
209,4D8XQVXT,Occlusal Analysis of Algorithm-designed Restoration Using Different Virtual Articulator Parameters: A Preliminary Study,10.1016/j.identj.2025.100901,Int Dent J,journalArticle,2025/10,2025,Prosthodontics,Mimics;Geomagic Control X,Digital Design and Manufacturing,CHN,include,保留,未发现纳排问题,occlusalanalysisofalgorithmdesignedrestorationusingdifferentvirtualarticulatorparametersapreliminarystudy,保留,,10.1016/j.identj.2025.100901,include,2025,10.0,2025-H2,['Prosthodontics'],['Digital Design and Manufacturing'],"['Mimics', 'Geomagic Control X']",2025-H2,"['Mimics', 'Geomagic Control X']",Mimics;Geomagic Control X,保留,,clinical,4,occlusal analysis of algorithm designed restoration using different virtual articulator parameters a preliminary study,原始筛查
210,APVNWPAS,Comparing the accuracy and treatment time of a robotic and dynamic navigation system in osteotomy and root-end resection: An in vitro study,10.1111/iej.14178,Int Endod J,journalArticle,2025/03,2025,Endodontics,Geomagic Wrap,3D Data Analysis and Accuracy Assessment,CHN,exclude,保留,未发现纳排问题,comparingtheaccuracyandtreatmenttimeofaroboticanddynamicnavigationsysteminosteotomyandrootendresectionaninvitrostudy,保留,,10.1111/iej.14178,unsure,2025,3.0,2025-H1,['Endodontics'],['3D Data Analysis and Accuracy Assessment'],['Geomagic Wrap'],2025-H1,['Geomagic Wrap'],Geomagic Wrap,保留,,in_vitro,2,comparing the accuracy and treatment time of a robotic and dynamic navigation system in osteotomy and root end resection an in vitro study,原始筛查
211,DVQKTI8D,Practitioners' Perceptions of Augmented and Virtual Reality in Endodontic Treatment Planning: A Pilot Study,10.1111/iej.70143,Int Endod J,journalArticle,2026/03,2026,Endodontics;Oral and Maxillofacial Radiology,Blender,Image Segmentation and 3D Reconstruction / Surgical Planning and Precise Implementation,DEU,include,保留,未发现纳排问题,practitionersperceptionsofaugmentedandvirtualrealityinendodontictreatmentplanningapilotstudy,保留,,10.1111/iej.70143,include,2026,3.0,2026-H1,"['Endodontics', 'Oral and Maxillofacial Radiology']","['Image Segmentation and 3D Reconstruction', 'Surgical Planning and Precise Implementation']",['Blender'],2026-H1,['Blender'],Blender,保留,,clinical,1,practitioners perceptions of augmented and virtual reality in endodontic treatment planning a pilot study,原始筛查
212,8TB2V9T8,Virtual reconstruction of orbital defects using Gaussian process morphable models.,10.1007/s11548-024-03200-4,Int J Comput Assist Radiol Surg,journalArticle,2024/09,2024,Oral and Maxillofacial Surgery,3-Matic,Surgical Planning and Precise Implementation / Digital Design and Manufacturing,BEL,include,保留,未发现纳排问题,virtualreconstructionoforbitaldefectsusinggaussianprocessmorphablemodels,保留,,10.1007/s11548-024-03200-4,include,2024,9.0,2024-H2,['Oral and Maxillofacial Surgery'],"['Surgical Planning and Precise Implementation', 'Digital Design and Manufacturing']",['3-Matic'],2024-H2,['3-Matic'],3-Matic,保留,,computational,1,virtual reconstruction of orbital defects using gaussian process morphable models,原始筛查
213,V89XCKDS,Augmented reality navigation with real-time tracking for facial repair surgery.,10.1007/s11548-022-02589-0,Int J Comput Assist Radiol Surg,journalArticle,2022/06,2022,Oral and Maxillofacial Surgery,Mimics,Image Segmentation and 3D Reconstruction,CHN,unsure,保留,未发现纳排问题,augmentedrealitynavigationwithrealtimetrackingforfacialrepairsurgery,保留,,10.1007/s11548-022-02589-0,unsure,2022,6.0,2022-H1,['Oral and Maxillofacial Surgery'],['Image Segmentation and 3D Reconstruction'],['Mimics'],2022-H1,['Mimics'],Mimics,保留,,computational,1,augmented reality navigation with real time tracking for facial repair surgery,原始筛查
214,GVHB8NVU,Contactless surface registration of featureless anatomy using structured light camera: application to fibula navigation in mandible reconstruction.,10.1007/s11548-023-02966-3,Int J Comput Assist Radiol Surg,journalArticle,2023/11,2023,Oral and Maxillofacial Surgery,3D Slicer;CloudCompare,Surgical Planning and Precise Implementation,FRA,include,保留,未发现纳排问题,contactlesssurfaceregistrationoffeaturelessanatomyusingstructuredlightcameraapplicationtofibulanavigationinmandiblereconstruction,保留,,10.1007/s11548-023-02966-3,unsure,2023,11.0,2023-H2,['Oral and Maxillofacial Surgery'],['Surgical Planning and Precise Implementation'],"['3D Slicer', 'CloudCompare']",2023-H2,"['3D Slicer', 'CloudCompare']",3D Slicer;CloudCompare,保留,,computational,1,contactless surface registration of featureless anatomy using structured light camera application to fibula navigation in mandible reconstruction,原始筛查
215,PEQ6GY9D,Fibular registration using surface matching in navigation-guided osteotomies: a proof of concept study on 3D-printed models.,10.1007/s11548-022-02608-0,Int J Comput Assist Radiol Surg,journalArticle,2022/07,2022,Oral and Maxillofacial Surgery,3D Slicer,Surgical Planning and Precise Implementation,FRA,include,保留,未发现纳排问题,fibularregistrationusingsurfacematchinginnavigationguidedosteotomiesaproofofconceptstudyon3dprintedmodels,保留,,10.1007/s11548-022-02608-0,unsure,2022,7.0,2022-H2,['Oral and Maxillofacial Surgery'],['Surgical Planning and Precise Implementation'],['3D Slicer'],2022-H2,['3D Slicer'],3D Slicer,保留,,in_vitro,1,fibular registration using surface matching in navigation guided osteotomies a proof of concept study on 3d printed models,原始筛查
216,PRJIHEU3,Reconstruction of dental roots for implant planning purposes: a feasibility study,10.1007/s11548-022-02716-x,Int J Comput Assist Radiol Surg,journalArticle,2022/10,2022,Oral Implantology,3D Slicer,Morphological and Phenotypic Analysis,DEU,include,保留,未发现纳排问题,reconstructionofdentalrootsforimplantplanningpurposesafeasibilitystudy,保留,,10.1007/s11548-022-02716-x,include,2022,10.0,2022-H2,['Oral Implantology'],['Morphological and Phenotypic Analysis'],['3D Slicer'],2022-H2,['3D Slicer'],3D Slicer,保留,,computational,1,reconstruction of dental roots for implant planning purposes a feasibility study,原始筛查
217,NYZNSSTW,Computer-aided design and fabrication of nasal prostheses: a semi-automated algorithm using statistical shape modeling,10.1007/s11548-024-03206-y,Int J Comput Assist Radiol Surg,journalArticle,2024/11,2024,Prosthodontics,Meshmixer,Digital Design and Manufacturing,NLD,include,保留,未发现纳排问题,computeraideddesignandfabricationofnasalprosthesesasemiautomatedalgorithmusingstatisticalshapemodeling,保留,,10.1007/s11548-024-03206-y,unsure,2024,11.0,2024-H2,['Prosthodontics'],['Digital Design and Manufacturing'],['Meshmixer'],2024-H2,['Meshmixer'],Meshmixer,保留,,computational,4,computer aided design and fabrication of nasal prostheses a semi automated algorithm using statistical shape modeling,原始筛查
218,9NDT7NR8,Development of a maxillofacial virtual surgical system based on biomechanical parameters of facial soft tissue,10.1007/s11548-022-02657-5,Int J Comput Assist Radiol Surg,journalArticle,2022/07,2022,Oral and Maxillofacial Surgery,Mimics,Surgical Planning and Precise Implementation,CHN,include,保留,未发现纳排问题,developmentofamaxillofacialvirtualsurgicalsystembasedonbiomechanicalparametersoffacialsofttissue,保留,,10.1007/s11548-022-02657-5,include,2022,7.0,2022-H2,['Oral and Maxillofacial Surgery'],['Surgical Planning and Precise Implementation'],['Mimics'],2022-H2,['Mimics'],Mimics,保留,,computational,1,development of a maxillofacial virtual surgical system based on biomechanical parameters of facial soft tissue,原始筛查
219,8FWPXUE2,Depth-based registration of 3D preoperative models to intraoperative patient anatomy using the HoloLens 2,10.1007/s11548-025-03328-x,Int J Comput Assist Radiol Surg,journalArticle,2025/05,2025,Oral and Maxillofacial Surgery,3D Slicer,3D Data Analysis and Accuracy Assessment,NLD,include,保留,未发现纳排问题,depthbasedregistrationof3dpreoperativemodelstointraoperativepatientanatomyusingthehololens2,保留,,10.1007/s11548-025-03328-x,unsure,2025,5.0,2025-H1,['Oral and Maxillofacial Surgery'],['3D Data Analysis and Accuracy Assessment'],['3D Slicer'],2025-H1,['3D Slicer'],3D Slicer,保留,,computational,2,depth based registration of 3d preoperative models to intraoperative patient anatomy using the hololens 2,原始筛查
220,TGY9GAAH,Accuracy of imaging software usable in clinical settings for 3D rendering of tooth structures.,10.3290/j.ijcd.b4140897,Int J Comput Dent,journalArticle,2024/10,2024,Oral and Maxillofacial Radiology;Orthodontics;Oral and Maxillofacial Surgery;Oral Implantology,InVesalius;ITK-SNAP;3D Slicer;Mimics,Image Segmentation and 3D Reconstruction / 3D Data Analysis and Accuracy Assessment,ITA,include,保留,未发现纳排问题,accuracyofimagingsoftwareusableinclinicalsettingsfor3drenderingoftoothstructures,保留,,10.3290/j.ijcd.b4140897,include,2024,10.0,2024-H2,"['Oral and Maxillofacial Radiology', 'Orthodontics', 'Oral and Maxillofacial Surgery', 'Oral Implantology']","['Image Segmentation and 3D Reconstruction', '3D Data Analysis and Accuracy Assessment']","['InVesalius', 'ITK-SNAP', '3D Slicer', 'Mimics']",2024-H2,"['InVesalius', 'ITK-SNAP', '3D Slicer', 'Mimics']",InVesalius;ITK-SNAP;3D Slicer;Mimics,保留,,clinical,1,accuracy of imaging software usable in clinical settings for 3d rendering of tooth structures,原始筛查
221,XMP5NQCB,Designing an occlusal appliance digital protocol using an open-source 3D modeling software program: a technical report.,10.3290/j.ijcd.b4174233,Int J Comput Dent,journalArticle,2024/06,2024,Prosthodontics,Meshmixer,Digital Design and Manufacturing,MYS,include,保留,未发现纳排问题,designinganocclusalappliancedigitalprotocolusinganopensource3dmodelingsoftwareprogramatechnicalreport,保留,,10.3290/j.ijcd.b4174233,include,2024,6.0,2024-H1,['Prosthodontics'],['Digital Design and Manufacturing'],['Meshmixer'],2024-H1,['Meshmixer'],Meshmixer,保留,,technical_note,4,designing an occlusal appliance digital protocol using an open source 3d modeling software program a technical report,原始筛查
222,WYM2M69G,First steps of a digital workflow to build up a virtual articulator using open-source Autodesk Meshmixer software,,Int J Comput Dent,journalArticle,2022,2022,Prosthodontics;Dental Education,Meshmixer,Digital Design and Manufacturing / 3D Data Analysis and Accuracy Assessment,MYS,include,保留,未发现纳排问题,firststepsofadigitalworkflowtobuildupavirtualarticulatorusingopensourceautodeskmeshmixersoftware,保留,,firststepsofadigitalworkflowtobuildupavirtualarticulatorusingopensourceautodeskmeshmixersoftware,,2022,,2022-?,"['Prosthodontics', 'Dental Education']","['Digital Design and Manufacturing', '3D Data Analysis and Accuracy Assessment']",['Meshmixer'],unknown,['Meshmixer'],Meshmixer,保留,,technical_note,4,first steps of a digital workflow to build up a virtual articulator using open source autodesk meshmixer software,原始筛查
223,4NP6UKJF,Accuracy of intraoral scanners in the cleft anatomy of neonates,10.3290/j.ijcd.b5886430,Int J Comput Dent,journalArticle,2025,2025,Oral and Maxillofacial Surgery;Orthodontics,Geomagic Control X,3D Data Analysis and Accuracy Assessment,CHE,include,保留,未发现纳排问题,accuracyofintraoralscannersinthecleftanatomyofneonates,保留,,10.3290/j.ijcd.b5886430,include,2025,,2025-?,"['Oral and Maxillofacial Surgery', 'Orthodontics']",['3D Data Analysis and Accuracy Assessment'],['Geomagic Control X'],unknown,['Geomagic Control X'],Geomagic Control X,保留,,in_vitro,2,accuracy of intraoral scanners in the cleft anatomy of neonates,原始筛查
224,QQZNUG9U,3D printing in endodontics: report of three clinical cases with innovative approaches,,Int J Comput Dent,journalArticle,2021,2021,Endodontics,Mimics,Image Segmentation and 3D Reconstruction / Surgical Planning and Precise Implementation,TUR,unsure,保留,未发现纳排问题,3dprintinginendodonticsreportofthreeclinicalcaseswithinnovativeapproaches,保留,,3dprintinginendodonticsreportofthreeclinicalcaseswithinnovativeapproaches,,2021,,2021-?,['Endodontics'],"['Image Segmentation and 3D Reconstruction', 'Surgical Planning and Precise Implementation']",['Mimics'],unknown,['Mimics'],Mimics,保留,,case_report,1,3d printing in endodontics report of three clinical cases with innovative approaches,原始筛查
225,HQTBY7E3,Establishment and evaluation of a 3D quantitative analysis method for dental plaque based on an intraoral scanner technique,10.3290/j.ijcd.b4000009,Int J Comput Dent,journalArticle,2024,2024,Periodontics,Geomagic Wrap,Morphological and Phenotypic Analysis,CHN,include,保留,未发现纳排问题,establishmentandevaluationofa3dquantitativeanalysismethodfordentalplaquebasedonanintraoralscannertechnique,保留,,10.3290/j.ijcd.b4000009,include,2024,,2024-?,['Periodontics'],['Morphological and Phenotypic Analysis'],['Geomagic Wrap'],unknown,['Geomagic Wrap'],Geomagic Wrap,保留,,clinical,1,establishment and evaluation of a 3d quantitative analysis method for dental plaque based on an intraoral scanner technique,原始筛查
226,LUDVB4UY,Three-Dimensional Comparison of the Maxillary Surfaces through ICP-Type Algorithm: Accuracy Evaluation of CAD/CAM Technologies in Orthognathic Surgery.,10.3390/ijerph191811834,Int J Environ Res Public Health,journalArticle,2022/09,2022,Oral and Maxillofacial Surgery,Geomagic (unspecified),3D Data Analysis and Accuracy Assessment / Surgical Planning and Precise Implementation,ITA,include,保留,未发现纳排问题,threedimensionalcomparisonofthemaxillarysurfacesthroughicptypealgorithmaccuracyevaluationofcadcamtechnologiesinorthognathicsurgery,保留,,10.3390/ijerph191811834,include,2022,9.0,2022-H2,['Oral and Maxillofacial Surgery'],"['3D Data Analysis and Accuracy Assessment', 'Surgical Planning and Precise Implementation']",['Geomagic (unspecified)'],2022-H2,['Geomagic (unspecified)'],Geomagic (unspecified),保留,,clinical,2,three dimensional comparison of the maxillary surfaces through icp type algorithm accuracy evaluation of cad cam technologies in orthognathic surgery,原始筛查
227,43K9BQWT,Impacts of Thresholds of Gray Value for Cone-Beam Computed Tomography 3D Reconstruction on the Accuracy of Image Matching with Optical Scan,10.3390/ijerph17176375,Int J Environ Res Public Health,journalArticle,2020/09,2020,Oral Implantology;Oral and Maxillofacial Radiology;Prosthodontics,Mimics;Geomagic Design X,3D Data Analysis and Accuracy Assessment,KOR,include,保留,未发现纳排问题,impactsofthresholdsofgrayvalueforconebeamcomputedtomography3dreconstructionontheaccuracyofimagematchingwithopticalscan,保留,,10.3390/ijerph17176375,unsure,2020,9.0,2020-H2,"['Oral Implantology', 'Oral and Maxillofacial Radiology', 'Prosthodontics']",['3D Data Analysis and Accuracy Assessment'],"['Mimics', 'Geomagic Design X']",2020-H2,"['Mimics', 'Geomagic Design X']",Mimics;Geomagic Design X,保留,,in_vitro,2,impacts of thresholds of gray value for cone beam computed tomography 3d reconstruction on the accuracy of image matching with optical scan,原始筛查
