Title,_nt,Key,DOI,Journal,Item Type,Date,Year,Dental Specialty,Software Used (fixed),Application Scenario,Region,study_type,判定理由,国家来源
"3D printed indirect bonding trays: transfer accuracy of bar vs shell design in a prospective, randomized clinical trial",3d printed indirect bonding trays transfer accuracy of bar vs shell design in a prospective randomized clinical trial,X6MQB5ZG,10.2319/020524-90.1,ANGLE ORTHODONTIST,journalArticle,24-Nov,2024,Orthodontics,GOM Inspect,3D Data Analysis and Accuracy Assessment,USA,clinical,"""Nominal (with virtual brackets) and actual (scan after IDB) STL models were imported to GOM Inspect open-source software 2018 (GOM GmbH, Braunschweig, Germany)."" 以及 ""Local coordinate systems were established for each bracket in the GOM Inspect program.""",全文机构
Computational Evaluation of Stress Distribution in Endocrown-Restored Immature Mandibular Molars: A Finite Element Approach,computational evaluation of stress distribution in endocrown restored immature mandibular molars a finite element approach,HSRHKBRU,10.3390/app16031380,APPLIED SCIENCES-BASEL,journalArticle,2026/1/29,2026,Prosthodontics,ALTAIR HyperMesh;ALTAIR Optistruct,Biomechanical Analysis and Simulation,TUR,computational,"""mathematical models were prepared for analysis using ALTAIR Hypermesh v2024 software (ALTAIR, Troy, MI, USA)"" 及 ""Mathematical models created with ALTAIR Hypermesh software were transferred to the ALTAIR Optistruct v2024 (ALTAIR, Troy, MI, USA) solver for analysis.""",Crossref
Effect of Internal Structural Design on Stress Distribution in 3D-Printed Subperiosteal Implants Under Mechanical Loading,effect of internal structural design on stress distribution in 3d printed subperiosteal implants under mechanical loading,9SNK3E6R,10.3390/bioengineering13030368,BIOENGINEERING-BASEL,journalArticle,2026/3/20,2026,Oral and Maxillofacial Surgery,Abaqus;Volume Graphics StudioMax,Biomechanical Analysis and Simulation,HUN,computational,"""During modeling, the test environment was virtually reconstructed using Abaqus 2026 FD01 software (Dassault Systèmes SE, Vélizy-Villacoublay, France)"" 以及 ""The acquired projection data were reconstructed using Volume Graphics StudioMax 2025.3 software (Volume Graphics GmbH, Heidelberg, Germany).""",Crossref
Mandibular stability and condylar changes following orthognathic surgery in mandibular hypoplasia patients associated with preoperative condylar resorption,mandibular stability and condylar changes following orthognathic surgery in mandibular hypoplasia patients associated with preoperative condylar resorption,ZPAI37L6,10.1007/s00784-022-04668-7,CLINICAL ORAL INVESTIGATIONS,journalArticle,22-Dec,2022,Orthodontics,Geomagic Studio,3D Data Analysis and Accuracy Assessment,CHN,clinical,"""The condyle process located over the C-plane was segmented and imported into Geomagic Studio software to calculate the volume""",全文机构
"Procedure Increasing the Accuracy of Modelling and the Manufacturing of Surgical Templates with the Use of 3D Printing Techniques, Applied in Planning the Procedures of Reconstruction of the Mandible",procedure increasing the accuracy of modelling and the manufacturing of surgical templates with the use of 3d printing techniques applied in planning the procedures of reconstruction of the mandible,6B24QV77,10.3390/jcm10235525,JOURNAL OF CLINICAL MEDICINE,journalArticle,21-Dec,2021,Oral and Maxillofacial Surgery,Geomagic;GOM Inspect,3D Data Analysis and Accuracy Assessment,POL,clinical,"""Using the functions of the Geomagic software, the volume of the resected area (Vresect) was determined for each of the 14 examined patients"" 及 ""The analysis of the obtained results was carried out using the GOM Inspect software.""",Crossref
Mandibular extracellular vesicles mediate morphogenesis and mineralization of tooth germs in miniature swine through the miR-206/HDAC4 signaling axis,mandibular extracellular vesicles mediate morphogenesis and mineralization of tooth germs in miniature swine through the mir 206 hdac4 signaling axis,IJJPZDUJ,10.3389/fcell.2025.1707072,FRONTIERS IN CELL AND DEVELOPMENTAL BIOLOGY,journalArticle,2026/1/5,2026,Oral and Maxillofacial Surgery,Mimics,Image Segmentation and 3D Reconstruction,CHN,in_vitro,"""3D reconstructions and mineralization analyses were performed in Mimics Research 21.0 (Materialise), quantifying surface area, volume, and mineralized volume percentage (MV%).""",全文机构
Digital assessment of the accuracy of implant impression techniques in free end saddle partially edentulous patients. A controlled clinical trial,digital assessment of the accuracy of implant impression techniques in free end saddle partially edentulous patients a controlled clinical trial,6J23L4DI,10.1186/s12903-022-02505-7,BMC ORAL HEALTH,journalArticle,2022/11/12,2022,Oral Implantology,Geomagic Control X,3D Data Analysis and Accuracy Assessment,EGY,clinical,"""Using special 3D inspection and metrology software (Geomagic Control X; 3D systems), the intraoral scanning of the stock abutments tightened over the implants was set as a reference model for all upcoming comparisons. 3D segmentation of the model was carried out to split the model into 2 parts: teeth and abutments.""",模型判读机构
A Digital Workflow for the Fabrication of a Milled Removable Partial Denture,a digital workflow for the fabrication of a milled removable partial denture,2REVVA6Z,10.3390/ijerph19148540,INTERNATIONAL JOURNAL OF ENVIRONMENTAL RESEARCH AND PUBLIC HEALTH,journalArticle,22-Jul,2022,Prosthodontics,Meshmixer,Digital Design and Manufacturing,KOR,technical_note,"Import the mandibular cast and RPD components data into a 3D modeling software program (Meshmixer; Autodesk Inc., San Rafael, CA, USA).",Crossref
Patient-specific virtual surgical planning for tongue reconstruction: evaluating hyperelastic inverse FEM with four simulated tongue cancer cases,patient specific virtual surgical planning for tongue reconstruction evaluating hyperelastic inverse fem with four simulated tongue cancer cases,5GKX37T6,10.1088/1361-6560/adebd8,PHYSICS IN MEDICINE AND BIOLOGY,journalArticle,2025/7/20,2025,Oral and Maxillofacial Surgery,Mimics;MeshMixer,Image Segmentation and 3D Reconstruction,CAN,computational,"""The resulting images were segmented to produce a 3D model of the tongue using Mimics Medical 17.0 software (Materialise, Leuven, Belgium. 2017)."" 以及 ""The resection surface was then discretized into triangular elements of approximately 0.8 mm size using MeshMixer software (Autodesk Inc. 2018).""",全文机构
Posterior implant angulation without cantilever reduction in mandibular All-on-4: a controlled finite element analysis of stress transfer and implant macrodesign  effects.,posterior implant angulation without cantilever reduction in mandibular all on 4 a controlled finite element analysis of stress transfer and implant macrodesign effects,KHNTF6NJ,10.1186/s12903-026-08925-z,BMC oral health,journalArticle,2026/6/17,2026,Oral Implantology,Rhinoceros;3D-Doctor;ALGOR FEMPRO,Biomechanical Analysis and Simulation,TUR,computational,"""Implant and prosthetic component geometries ... were digitized using an optical 3D scanner ... and assembled in Rhinoceros 4.0""; ""After initial contour extraction in 3D-Doctor""; ""Preprocessing and solution were performed using a commercial finite element solver (ALGOR FEMPRO; ALGOR Inc., Pittsburgh, PA, USA)""",全文机构
Multi-view deep learning for mandibular landmark localization,multi view deep learning for mandibular landmark localization,XGS4APUB,10.1016/j.jdent.2025.106295,JOURNAL OF DENTISTRY,journalArticle,26-Apr,2026,Oral and Maxillofacial Surgery,Mimics;Geomagic Wrap,Image Segmentation and 3D Reconstruction,CHN,computational,"""Models were rotated in Mimics 24.0 (Materialise, Belgium) to align the Frankfort plane..."" 及 ""CBCT scans ... were imported into Mimics 24.0. Bone masks were extracted..."" 及 ""In Geomagic Wrap 2021 (3D Systems, USA), internal faces were removed and surface defects repaired.""",全文机构
Three-Dimensional Finite Element Analysis of Stress Distribution in a Tooth Restored with Full Coverage Machined Polymer Crown,three dimensional finite element analysis of stress distribution in a tooth restored with full coverage machined polymer crown,HI8MENLK,10.3390/app11031220,APPLIED SCIENCES-BASEL,journalArticle,21-Feb,2021,Prosthodontics,Mimics;HyperMesh,Biomechanical Analysis and Simulation,THA,computational,"""To obtain a 3D model from 2D images via a micro-CT scan, a medical imaging software Mimics® 13.1 (Materialise NY, Leuven, Belgium) was used""；""This high-quality mesh was created using models Hypermesh® (HyperWorks software, Version 11.0, Altair Engineering, Inc., Troy, MI, USA).""",Crossref
Comparing the trueness of 3D printing and conventional casting for removable partial denture metal framework fabrication in different mandibular major connectors designs: An in vitro study,comparing the trueness of 3d printing and conventional casting for removable partial denture metal framework fabrication in different mandibular major connectors designs an in vitro study,8F9WEIIK,10.1016/j.prosdent.2025.10.035,JOURNAL OF PROSTHETIC DENTISTRY,journalArticle,26-Mar,2026,Prosthodontics,Geomagic Control X,3D Data Analysis and Accuracy Assessment,THA,in_vitro,All metal frameworks were scanned and superimposed with the definitive casts with the Geomagic Control X software program. / The STL files of each framework were individually superimposed with the STL file definitive cast using a software program (Geomagic Control X 2022; Hexagon AB) to measure overall gap deviation in millimeters.,全文机构
Direct ink writing with dental composites: A paradigm shift toward sustainable chair-side production,direct ink writing with dental composites a paradigm shift toward sustainable chair side production,68LCNUVN,10.1016/j.dental.2024.08.002,DENTAL MATERIALS,journalArticle,24-Nov,2024,Prosthodontics,CloudCompare;Ultimaker Cura,3D Data Analysis and Accuracy Assessment,DEU,in_vitro,"""the images were imported into the open-source software CloudCompare (version 2.12.4) as individual 3D point clouds"" 以及 ""The occlusal surface of a maxillary first molar model was sliced to generate G-code using Ultimaker Cura (version 5.0.0)""",全文机构
Automated artificial intelligence-driven 3-dimensional craniofacial superimposition for clinically useful treatment outcomes in growing patients: A  multicenter study.,automated artificial intelligence driven 3 dimensional craniofacial superimposition for clinically useful treatment outcomes in growing patients a multicenter study,I8JFM7AT,10.1016/j.ajodo.2025.12.013,"American journal of orthodontics and dentofacial orthopedics : official publication of the American Association of Orthodontists, its constituent  societies, and the American Board of Orthodontics",journalArticle,26-Jun,2026,Orthodontics,ITK-SNAP;3D Slicer,Image Segmentation and 3D Reconstruction,BRA,clinical,"""This approach involves segmentations by user interactive ITK-SNAP (version 4.0.1) and voxel-based SlicerCMF registration tool (cmf.slicer.org) via 3D Slicer (version 5.2.2)."" / ""Fig 2. CBCT Image processing workflow in the 3D Slicer software: A, Data anonymization. 3D Slicer module Bach Anonymizer was used...""",全文机构
Microstructure and Mechanical Properties of Co-Cr Alloy Fabricated by Selective Laser Melting Technology for Removable Partial Denture Frameworks,microstructure and mechanical properties of co cr alloy fabricated by selective laser melting technology for removable partial denture frameworks,DHQBWA35,10.1007/s11665-022-07764-7,JOURNAL OF MATERIALS ENGINEERING AND PERFORMANCE,journalArticle,23-Oct,2023,Prosthodontics,Siemens NX,Digital Design and Manufacturing,DEU,in_vitro,"""Initially, the specimens were designed by CAD software (Siemens NX 12 software) for tensile testing (Fig. 1a)"" 及 ""Design of the Co-Cr specimens with Siemens NX 12 software""",全文机构
A Three-Year Prospective Study Comparing Stereolithography Printed Models to Classical Impression and Plaster Cast Models in Orthodontic Therapy: A 3D Objectification Approach,a three year prospective study comparing stereolithography printed models to classical impression and plaster cast models in orthodontic therapy a 3d objectification approach,UEHCEHSN,10.3390/app13137542,APPLIED SCIENCES-BASEL,journalArticle,23-Jul,2023,Orthodontics,Autodesk Meshmixer;CloudCompare,3D Data Analysis and Accuracy Assessment,CZE,clinical,"""modiﬁcations were made using the best-ﬁt algorithm in Autodesk Meshmixer 3.5 (Autodesk, Inc., San Rafael, Kaliforni, USA)... Subsequently, the models were imported into CloudCompare 2.13, where the ﬁnal ﬁne registration was conducted using the iterative closest point (ICP) algorithm.""",Crossref
