序号,Key,Title,优势,挑战,缺口,原始返回
246,WY7HU9GF,CAD-CAM for removable partial denture fabrication after marginal mandibulectomy based on a well-adjusted pre-existing denture.,A5,C9,G9,"【优势】: A5
【挑战】: C9
【缺口】: G9"
1058,R3X7T5XC,Fixation Pins Increase the Accuracy of Implant Surgery in Free-End Models: An In Vitro Study,A9,C9,G1,"【优势】: A9
【挑战】: C9
【缺口】: G1"
2105,M78JJLDC,Patient-Specific SubperiostealTitanium Implant for Maxillary Reconstruction Following Oncologic Resection: A One-Year Follow-Up Case Report,"A1,A6",C4,"G1,G4","【优势】: A1, A6
【挑战】: C4
【缺口】: G1, G4"
776,R4F9LK9P,Influence of Scanner Precision and Analysis Software in Quantifying Three-Dimensional Intraoral Changes: Two-Factor Factorial Experimental Design,"A3,A5",C4,"G1,G3","【优势】: A3, A5
【挑战】: C4
【缺口】: G1, G3"
1706,ESG5XPH2,Three-dimensional evaluation of maxillary second molar position in untreated patients with normal occlusion,A3,C9,G9,"【优势】: A3
【挑战】: C9
【缺口】: G9"
1475,9KI3DYAU,Virtually-Planned Orthognathic Surgery Achieves an Accurate Condylar Position,A6,C9,G9,"【优势】: A6
【挑战】: C9
【缺口】: G9"
1187,ZV568RJY,A Novel Digital Technique for Measuring the Accuracy of an Indirect Bonding Technique Using Fixed Buccal Multibracket Appliances,"A2,A6",C9,"G1,G4","【优势】: A2, A6
【挑战】: C9
【缺口】: G1, G4"
1763,36T3IZ5W,Accuracy of Three-Dimensional Soft-Tissue Prediction Considering the Facial Aesthetic Units Using a Virtual Planning System in Orthognathic Surgery,A6,C4,G1,"【优势】: A6
【挑战】: C4
【缺口】: G1"
183,C465U7B6,Computer-aided design and 3D fabrication of a segmented silicone obturator-RPD prosthesis for rehabilitating maxillary defects.,"A1,A5,A6",C9,G1,"【优势】: A1, A5, A6
【挑战】: C9
【缺口】: G1"
348,EW2C8XGG,Accuracy of impressions for multiple implants: A comparative study of digital and conventional techniques.,A9,C4,G1,"【优势】: A9
【挑战】: C4
【缺口】: G1"
521,JVZTWR93,Scanning accuracy of nondental structured light extraoral scanners compared with that of a dental-specific scanner.,A3,C4,G1,"【优势】: A3
【挑战】: C4
【缺口】: G1"
276,RDSAFSUS,Creating a digital duplicate denture file using a desktop scanner and an open-source software program: A dental technique.,A3,C9,G9,"【优势】: A3
【挑战】: C9
【缺口】: G9"
552,G3EFXBN7,Does partial adhesive preparation design and finish line depth influence trueness and precision of intraoral scanners?,A9,C9,G9,"【优势】: A9
【挑战】: C9
【缺口】: G9"
441,SHU8ZH2B,Fully digital workflow for duplicating clasp-retained removable partial dentures using three-dimensional printing: A clinical report.,A9,C9,G9,"【优势】: A9
【挑战】: C9
【缺口】: G9"
524,R7GEJ225,Effect of scan body designs and internal conical angles on the 3-dimensional accuracy of implant digital scans.,A9,C9,G1,"【优势】: A9
【挑战】: C9
【缺口】: G1"
455,26W6AMTX,Three-dimensional macroscopical quantification of plaque accumulation on implant-supported fixed complete dental prostheses surfaces: A methodological  pilot study.,A6,C4,G1,"【优势】: A6
【挑战】: C4
【缺口】: G1"
609,9SDX4TPK,Accuracy of scanning using photogrammetry and reverse scan for complete arch implant-supported prostheses: An in vitro comparative study.,"A3,A5,A6",C9,G1,"【优势】: A3, A5, A6
【挑战】: C9
【缺口】: G1"
575,Q7HRL8QA,Effect of splinting scan bodies on the trueness of complete arch digital implant scans with 5 different intraoral scanners.,A9,C9,G9,"【优势】: A9
【挑战】: C9
【缺口】: G9"
697,5WZYNINZ,Surgical guides for flapless dental implant placement and immediate definitive prosthesis installation by using selective laser melting and sintering for 3D metal and polymer printing: A clinical report,"A1,A5",C9,"G1,G4","【优势】: A1, A5
【挑战】: C9
【缺口】: G1, G4"
748,RVS3GX4D,Dental biomechanics of root-analog implants in different bone,A9,C9,G9,"【优势】: A9
【挑战】: C9
【缺口】: G9"
635,LRABR3D6,Accuracy evaluation of dual-function scan body for recording complete arch implant-supported prostheses.,A9,C4,G1,"【优势】: A9
【挑战】: C4
【缺口】: G1"
1026,SV83KBN8,Micro-CT analysis of marginal and internal fit of milled and pressed polyetheretherketone single crowns,A9,C9,G9,"【优势】: A9
【挑战】: C9
【缺口】: G9"
991,SA3TBA8Z,Accelerated denture base festooning using a free 3D modeling computer program: A dental technique,A9,C9,G9,"【优势】: A9
【挑战】: C9
【缺口】: G9"
760,9Q6DIK59,Design and fabrication of an interim fi xed restoration with an open-source nondental CAD software program and additive manufacturing: A technical report,A3,C9,G9,"【优势】: A3
【挑战】: C9
【缺口】: G9"
832,F54P2T5S,Designing a complete-arch digital trial tooth arrangement for completely edentulous patients by using an open-source CAD software program: A dental technique,"A1,A3,A5",C9,G9,"【优势】: A1, A3, A5
【挑战】: C9
【缺口】: G9"
1337,I5J9AXNU,Comparing the trueness of 3D printing and conventional casting for the fabrication of removable partial denture metal frameworks for patients with different palatal vault depths: An in vitro study,A6,C9,G1,"【优势】: A6
【挑战】: C9
【缺口】: G1"
1104,TVXA8RF7,Fit of removable partial denture frameworks fabricated from 3D printed patterns versus the conventional method: An in vitro comparison,A9,C9,"G1,G4","【优势】: A9
【挑战】: C9
【缺口】: G1, G4"
1090,ULYRP2VM,Topology design and structural optimization of Co-Cr frameworks for implant-supported prostheses,"A1,A5,A6",C4,"G1,G4","【优势】: A1, A5, A6
【挑战】: C4
【缺口】: G1, G4"
1276,I2CX599X,Evaluation of two printing techniques for maxillary removable partial denture frameworks,A6,C9,G1,"【优势】: A6
【挑战】: C9
【缺口】: G1"
1576,IHJP7YG5,"Comparison of 3D changes of 3Y, 4Y, and 5Y zirconia single crowns under different sintering protocols",A9,C9,G9,"【优势】: A9
【挑战】: C9
【缺口】: G9"
1532,8T69IZN7,An open-source multifunctional registration device for implant-supported complete dentures,"A3,A5",C9,G9,"【优势】: A3, A5
【挑战】: C9
【缺口】: G9"
1315,E7QLY3AY,Complete arch digital implant scan accuracy with screw-retained or snap-on scan bodies: A comparative in vitro study,A9,C9,G1,"【优势】: A9
【挑战】: C9
【缺口】: G1"
1561,MIEBLJ9Y,Accuracy (trueness and precision) of a dual-structured light facial scanner and interexaminer reliability,A6,C4,G1,"【优势】: A6
【挑战】: C4
【缺口】: G1"
1360,4FC2X3LJ,Trueness of removable partial denture frameworks additively manufactured with selective laser melting,A6,C9,G1,"【优势】: A6
【挑战】: C9
【缺口】: G1"
1597,5ETNVR26,Adaptation of cobalt chromium frameworks fabricated by conventional versus selective laser melting techniques: An in vitro and clinical assessment,A9,C9,G1,"【优势】: A9
【挑战】: C9
【缺口】: G1"
1667,DQD774W7,Three-dimensional in vivo and finite element analyses of peri-implant bone remodeling after superstructure placement,A9,C9,"G1,G4","【优势】: A9
【挑战】: C9
【缺口】: G1, G4"
1708,T3M3ZIE9,Influence of abutment types on the success of two-unit implant-supported fixed dental prostheses: A three-dimensional finite element analysis and fatigue test combined with microleakage evaluation,A9,C9,G9,"【优势】: A9
【挑战】: C9
【缺口】: G9"
1825,HHBRBZMJ,Clinical evaluation of the precision of interocclusal registration by using digital and conventional techniques,A6,C9,G9,"【优势】: A6
【挑战】: C9
【缺口】: G9"
1837,VIMM38A6,Verification of a digital approach for three-dimensional evaluation of marginal and internal fit,"A2,A5,A6",C4,"G1,G4","【优势】: A2, A5, A6
【挑战】: C4
【缺口】: G1, G4"
1809,2KUMDHYG,Use of intraoral scan for implant-supported dental prosthesis to design and fabricate a CAD -CAM veri fi cation device: A dental technique,A3,C9,G9,"【优势】: A3
【挑战】: C9
【缺口】: G9"
1957,TTKVIR7E,Time efficiency and precision of splinted complete arch implant scanning,"A6,A5",C9,G1,"【优势】: A6, A5
【挑战】: C9
【缺口】: G1"
1774,J4KXNK2R,An integrated hollow bulb obturator prosthesis with a metal framework for a soft palate defect fabricated by multiple digital techniques,"A1,A5",C9,G1,"【优势】: A1, A5
【挑战】: C9
【缺口】: G1"
1846,J2RIBVBJ,"Accuracy of registration between digitized extraoral scan bodies and virtual casts: Effect of the edentulous area, tooth anatomy, and registration method",A9,C9,G9,"【优势】: A9
【挑战】: C9
【缺口】: G9"
2072,JJVILXDI,Creating a 3D diagnostic cast with realistic tooth shade and translucency using an open source nondental CAD software program: A dental technique,A3,C9,G9,"【优势】: A3
【挑战】: C9
【缺口】: G9"
2193,PQUU6GDK,Jaw motion tracking with open-source tools: A dental technique,"A3,A4",C9,G1,"【优势】: A3,A4
【挑战】: C9
【缺口】: G1"
415,749LIY2T,Effect of Scanner Type and Scan Body Location on the Accuracy of Mandibular Complete-Arch Digital Implant Scans: An In Vitro Study.,A9,C9,G9,"【优势】: A9
【挑战】: C9
【缺口】: G9"
2222,A89XJPGS,Effect of the CBCT data segmentation threshold on registration accuracy with surface scanning,A9,C9,G1,"【优势】: A9
【挑战】: C9
【缺口】: G1"
48,9CLL4MDW,Accuracy of Implant Placement Position Using Nondental Open-Source Software: An In Vitro Study.,"A3,A6",C9,"G1,G4","【优势】: A3, A6
【挑战】: C9
【缺口】: G1, G4"
708,7DUXHX7E,Digital Workflow for Establishing the Posterior Palatal Seal on a Digital Complete Denture,A9,C4,G1,"【优势】: A9
【挑战】: C4
【缺口】: G1"
460,VQI8ZHBV,Best-Fit Algorithm Influences on Virtual Casts' Alignment Discrepancies.,A9,C9,G9,"【优势】: A9
【挑战】: C9
【缺口】: G9"
740,KL5WKS3T,An In Vitro Evaluation of the Effect of 3D Printing Orientation on the Accuracy of Implant Surgical Templates Fabricated By Desktop Printer,A9,C9,G1,"【优势】: A9
【挑战】: C9
【缺口】: G1"
919,TD2LKENZ,Effect of customized abutment taper configuration on bone remodeling and peri-implant tissue around implant-supported single crown: A 3D nonlinear finite element study,A9,C9,G1,"【优势】: A9
【挑战】: C9
【缺口】: G1"
1429,6EAY9ZAU,Accuracy of Digital Impressions at Varying Implant Depths: An In Vitro Study,A9,C9,G1,"【优势】: A9
【挑战】: C9
【缺口】: G1"
1040,SXDKKLNE,Implant-Abutment Discrepancy Before and After Acrylic Resin Veneering of Complete-Arch Titanium Frameworks Manufactured Using Milling and Electron Beam Melting Technologies,A9,C9,G9,"【优势】: A9
【挑战】: C9
【缺口】: G9"
1221,4HEU9QFR,Comparison of denture base adaptation between additive and conventional fabrication techniques,A9,C9,G9,"【优势】: A9
【挑战】: C9
【缺口】: G9"
955,4JY485Q3,Biomechanical evaluation of customized root implants in alveolar bone: A comparative study with traditional implants and natural teeth,A9,C9,G1,"【优势】: A9
【挑战】: C9
【缺口】: G1"
1678,YSRNRCZ9,Influence of Liquid on the Tooth Surface on the Accuracy of Intraoral Scanners: An In Vitro Study,A9,C9,G9,"【优势】: A9
【挑战】: C9
【缺口】: G9"
1670,TMBZ6YS8,Accuracy of Guided Implant Surgery in 25 Edentulous Arches: A Laboratory Observational Study,A9,C9,G9,"【优势】: A9
【挑战】: C9
【缺口】: G9"
1771,Y2LB4NXX,Digital Duplication and 3D Printing for Implant Overdenture Fabrication,A5,C9,G9,"【优势】: A5
【挑战】: C9
【缺口】: G9"
1872,EGCD2BWK,"Biomechanical Analysis of Different Framework Design, Framework Material and Bone Density in the Edentulous Mandible With Fixed Implant-Supported Prostheses: A Three-Dimensional Finite Element Study",A9,C9,G9,"【优势】: A9
【挑战】: C9
【缺口】: G9"
2048,CMS4H94J,Flexural properties and fatigue limit of 3D-printed and milled resin-based materials,A9,C9,G1,"【优势】: A9
【挑战】: C9
【缺口】: G1"
1946,ARJBG6C9,Effect of different digital technology on the adaptation and retention of Co-Cr partial denture frameworks,A9,C9,G1,"【优势】: A9
【挑战】: C9
【缺口】: G1"
2130,4X7L73PH,The influence of metal artifact reduction on the trueness of registration of a cone-beam computed tomography scan with an intraoral scan in the presence of severe restoration artifact,A9,C4,G1,"【优势】: A9
【挑战】: C4
【缺口】: G1"
317,HZ9GBDTR,Surgical guides for dental implants: Measurement of the accuracy using a freeware metrology software program.,"A3,A6",C9,G1,"【优势】: A3, A6
【挑战】: C9
【缺口】: G1"
1962,PJ6EWCT2,Effect of Internal Design Modification on the Mechanical Properties of Laser Sintered Cobalt-Chromium Multi-Unit Metal-Ceramic Frameworks,A9,C9,G1,"【优势】: A9
【挑战】: C9
【缺口】: G1"
361,EP3KFPLS,Measured accuracy of intraoral scanners is highly dependent on methodical factors.,A9,C4,G3,"【优势】: A9
【挑战】: C4
【缺口】: G3"
2148,G36GDPM2,3D Surface Deviation Wear Analysis of Veneered PEEK Crowns and Its Correlation with Optical Digital Profilometry,A9,C9,G9,"【优势】: A9
【挑战】: C9
【缺口】: G9"
2132,NGPJEDGB,Optimization of Prosthodontic Computer-Aided Designed Models: A Virtual Evaluation of Mesh Quality Reduction Using Open Source Software,A3,C4,G1,"【优势】: A3
【挑战】: C4
【缺口】: G1"
237,TR23898V,"Geometric assessment of imaging methods for complete denture form: Comparisons among cone-beam computed tomography, desktop dental scanning, and handheld  optical scanning.",A9,C9,G9,"【优势】: A9
【挑战】: C9
【缺口】: G9"
2250,9Z3DYF9Y,Effect of implant placement depth on bone remodeling on implant-supported single zirconia abutment crown: A 3D finite element study,A9,C9,G1,"【优势】: A9
【挑战】: C9
【缺口】: G1"
145,X9PHNC4E,Protocol for obtaining a digital and physical three-dimensional color map of the skull based on the Hounsfield scale using open-source and free software.,"A3,A5,A6",C9,G1,"【优势】: A3, A5, A6
【挑战】: C9
【缺口】: G1"
1074,BN7QDGCL,Influence of reinforcement bar on accuracy of removable partial denture framework fabricated by casting with a 3D-printed pattern and selective laser sintering,A9,C9,G9,"【优势】: A9
【挑战】: C9
【缺口】: G9"
725,FT2R69U5,Accuracy evaluation of complete-arch models manufactured by three different 3D printing technologies: a three-dimensional analysis,A6,C9,G9,"【优势】: A6
【挑战】: C9
【缺口】: G9"
840,2CXB78BF,Influence of molding angle on the trueness and defects of removable partial denture frameworks fabricated by selective laser melting,A9,C9,G9,"【优势】: A9
【挑战】: C9
【缺口】: G9"
1294,JBLBAXQD,Dynamic finite element analysis of stress distribution in edentulous fixed restorations: Effects of different implant configurations and framework materials,A9,C9,G9,"【优势】: A9
【挑战】: C9
【缺口】: G9"
2153,F4LRK4QN,"Development and biomechanical evaluation of subject-specific, anatomically complete 3D finite element models of the temporomandibular joint using the four-finger mouth-opening test","A1,A2,A6",C4,"G1,G4","【优势】: A1, A2, A6
【挑战】: C4
【缺口】: G1, G4"
423,X2XYASLM,"Biomechanical evaluation of All-on-4, M-4, V-4, and zygomatic implant concepts in the rehabilitation of the atrophic maxilla: a finite element analysis.",A9,C9,G1,"【优势】: A9
【挑战】: C9
【缺口】: G1"
1398,66ZG9X74,Changes of Airway Space and Flow in Patients Treated with Rapid Palatal Expander (RPE): An Observational Pilot Study with Comparison with Non-Treated Patients,A9,C4,"G1,G4","【优势】: A9
【挑战】: C4
【缺口】: G1, G4"
900,G4EY4CPT,Evaluation of ortogonblender software bone movement tools in bimaxillary orthognatic surgeries performed in dolphin software,"A3,A6",C9,G9,"【优势】: A3, A6
【挑战】: C9
【缺口】: G9"
