_nt,Title,期刊,Item Type,Key,PassA,PassB,判定,证据,软件,专科,应用场景,研究设计,原始返回
microrobotics for precision biofilm diagnostics and treatment,Microrobotics for Precision Biofilm Diagnostics and Treatment,JOURNAL OF DENTAL RESEARCH,journalArticle,ZGJK5PD2,INCLUDE,INCLUDE,INCLUDE,"""we also developed a molded robotic system using 1 mm negative molds designed in SolidWorks and 3D printed using a ProJet 6000 HD stereolithography printer (3D Systems).""",SolidWorks,Endodontics,Digital design and manufacturing,in_vitro,"【判定】: INCLUDE
【证据】: ""we also developed a molded robotic system using 1 mm negative molds designed in SolidWorks and 3D printed using a ProJet 6000 HD stereolithography printer (3D Systems).""
【软件】: SolidWorks
【专科】: Endodontics
【应用场景】: Digital design and manufacturing
【研究设计】: in_vitro"
passive fit and time efficiency for prefabricated versus conventionally constructed cobalt chromium cad textbackslashcam 3 unit implant supported frameworks in free end saddle models a pilot invitro study,Passive fit and time efficiency for prefabricated versus conventionally constructed cobalt chromium CAD\textbackslashCAM 3-unit implant supported frameworks in free end saddle models: a pilot invitro study,BMC ORAL HEALTH,journalArticle,8HPQKBVZ,INCLUDE,EXCLUDE,INCLUDE,"The design of the virtual model was modified using a designing software (Autodesk Meshmixer software, Autodesk, Inc.) so that each side was a mirror image of the other. ... Using the same software a soft tissue index that served to create an even space of...",Autodesk Meshmixer,Implantology,Digital design and manufacturing,in_vitro,"【判定】: INCLUDE
【证据】: The design of the virtual model was modified using a designing software (Autodesk Meshmixer software, Autodesk, Inc.) so that each side was a mirror image of the other. ... Using the same software a soft tissue index that served to create an even space of...
【软件】: Autodesk Meshmixer
【专科】: Implantology
【应用场景】: Digital design and manufacturing
【研究设计】: in_vitro"
effect of different storage conditions on dimensional accuracy of 3d printed dental models,Effect of different storage conditions on dimensional accuracy of 3D-printed dental models,JOURNAL OF PROSTHODONTICS-IMPLANT ESTHETIC AND RECONSTRUCTIVE DENTISTRY,journalArticle,RZZAIR96,INCLUDE,INCLUDE,INCLUDE,"The generated STL ﬁles were imported into a 3D inspection software, Geomagic Control X (3D Systems, Rock Hill, SC. Version: 2023.1), and superimposed with the original STL ﬁles for comparison. The trueness value was calculated using Geomagic Control X software to compare the paired cloud points of each printed model with the original CAD ﬁle.",Geomagic Control X,Prosthodontics,3D data analysis and accuracy assessment,in_vitro,"【判定】: INCLUDE
【证据】: The generated STL ﬁles were imported into a 3D inspection software, Geomagic Control X (3D Systems, Rock Hill, SC. Version: 2023.1), and superimposed with the original STL ﬁles for comparison. The trueness value was calculated using Geomagic Control X software to compare the paired cloud points of each printed model with the original CAD ﬁle.
【软件】: Geomagic Control X
【专科】: Prosthodontics
【应用场景】: 3D data analysis and accuracy assessment
【研究设计】: in_vitro"
mechanotherapeutic modulation of the nasal microenvironment rampa induced maxillofacial remodeling and its pathophysiological impact on mucus rheology and chronic inflammation,Mechanotherapeutic Modulation of the Nasal Microenvironment: RAMPA-Induced Maxillofacial Remodeling and Its Pathophysiological Impact on Mucus Rheology and  Chronic Inflammation.,"Bioengineering (Basel, Switzerland)",journalArticle,HHXKMFE3,INCLUDE,EXCLUDE,INCLUDE,"""Finite element analysis was performed using ANSYS Workbench 17.2 (Ansys Inc., Canonsburg, Penn, USA)."" 以及 ""the acquired CBCT DICOM files were analyzed using 3D imaging software (Mimics Innovation Suite; Materialise version 27.0, N.V., Leuven, Belgium).""",ANSYS Workbench; Mimics Innovation Suite,Orthodontics,Biomechanical analysis and simulation,computational,"【判定】: INCLUDE
【证据】: ""Finite element analysis was performed using ANSYS Workbench 17.2 (Ansys Inc., Canonsburg, Penn, USA)."" 以及 ""the acquired CBCT DICOM files were analyzed using 3D imaging software (Mimics Innovation Suite; Materialise version 27.0, N.V., Leuven, Belgium).""
【软件】: ANSYS Workbench; Mimics Innovation Suite
【专科】: Orthodontics
【应用场景】: Biomechanical analysis and simulation
【研究设计】: computational"
comparison of low dose standard dose and high definition cbct protocols for stl reconstruction accuracy in digital bone scaffold workflows,"Comparison of Low-Dose, Standard-Dose, and High-Definition CBCT Protocols for STL Reconstruction Accuracy in Digital Bone Scaffold Workflows.",International journal of dentistry,journalArticle,EKQJE262,INCLUDE,EXCLUDE,INCLUDE,"The resulting DICOM datasets were imported into 3D Slicer (Version 5.8.0, www.slicer.org)... Segmentation of the bone surface was performed using the ""Segment Editor"" module with a global thresholding method. / For mesh registration and deviation analysis, CloudCompare software (Version 2.12, www.cloudcompare.org) was used.",3D Slicer; CloudCompare,Oral and Maxillofacial Surgery,Image segmentation and 3D reconstruction,in_vitro,"【判定】: INCLUDE
【证据】: The resulting DICOM datasets were imported into 3D Slicer (Version 5.8.0, www.slicer.org)... Segmentation of the bone surface was performed using the ""Segment Editor"" module with a global thresholding method. / For mesh registration and deviation analysis, CloudCompare software (Version 2.12, www.cloudcompare.org) was used.
【软件】: 3D Slicer; CloudCompare
【专科】: Oral and Maxillofacial Surgery
【应用场景】: Image segmentation and 3D reconstruction
【研究设计】: in_vitro"
feasibility of augmented reality using dental arch based registration applied to navigation in mandibular distraction osteogenesis a phantom experiment,Feasibility of augmented reality using dental arch-based registration applied to navigation in mandibular distraction osteogenesis: a phantom experiment,BMC ORAL HEALTH,journalArticle,3TF24KAM,INCLUDE,EXCLUDE,INCLUDE,"""3-Matic 13.0 is used for model editing and postoperative measurements. Mimics 21.0 is used for importing CT data"" 以及 ""Using the point-to-point registration and global registration functions in the 3-matic13.0, the mandibular portion of the preoperative plan was precisely aligned with the corresponding segment in the postoperative 3D model.""",3-Matic 13.0; Mimics 21.0,Oral and Maxillofacial Surgery,Surgical planning and precise implementation,in_vitro,"【判定】: INCLUDE
【证据】: ""3-Matic 13.0 is used for model editing and postoperative measurements. Mimics 21.0 is used for importing CT data"" 以及 ""Using the point-to-point registration and global registration functions in the 3-matic13.0, the mandibular portion of the preoperative plan was precisely aligned with the corresponding segment in the postoperative 3D model.""
【软件】: 3-Matic 13.0; Mimics 21.0
【专科】: Oral and Maxillofacial Surgery
【应用场景】: Surgical planning and precise implementation
【研究设计】: in_vitro"
automatic prediction of depth of invasion in oral tongue squamous cell carcinoma using a multimodal regression network fusing prior text and anatomical knowledge,Automatic prediction of depth of invasion in oral tongue squamous cell carcinoma using a multimodal regression network fusing prior text and anatomical knowledge,MEDICAL IMAGE ANALYSIS,journalArticle,Y5SI9D7I,INCLUDE,EXCLUDE,INCLUDE,The ground truths of segmentation and landmarkers were manually labeled on MRI by a senior radiologist using ITK-SNAP 4.2.0 software.,ITK-SNAP,Oral and Maxillofacial Radiology,Image segmentation and 3D reconstruction,computational,"【判定】: INCLUDE
【证据】: The ground truths of segmentation and landmarkers were manually labeled on MRI by a senior radiologist using ITK-SNAP 4.2.0 software.
【软件】: ITK-SNAP
【专科】: Oral and Maxillofacial Radiology
【应用场景】: Image segmentation and 3D reconstruction
【研究设计】: computational"
comparison of biomechanical performance of custom implants with different designs under functional load a finite element analysis,Comparison of biomechanical performance of custom implants with different designs under functional load: a finite element analysis.,BMC oral health,journalArticle,7QDPDBCV,INCLUDE,EXCLUDE,INCLUDE,"Bone and tooth models were generated from tomography data using 3DSlicer software; Reverse engineering and three-dimensional CAD processes were performed with Blender software, while the adaptation of solid models to the analysis environment and the creation of optimized meshes were conducted using ALTAIR HyperMesh software; The ALTAIR OptiStruct solver was employed to solve the generated finite element models.",3D Slicer; Blender; Altair HyperMesh; Altair OptiStruct,Prosthodontics,Biomechanical analysis and simulation,computational,"【判定】: INCLUDE
【证据】: Bone and tooth models were generated from tomography data using 3DSlicer software; Reverse engineering and three-dimensional CAD processes were performed with Blender software, while the adaptation of solid models to the analysis environment and the creation of optimized meshes were conducted using ALTAIR HyperMesh software; The ALTAIR OptiStruct solver was employed to solve the generated finite element models.
【软件】: 3D Slicer; Blender; Altair HyperMesh; Altair OptiStruct
【专科】: Prosthodontics
【应用场景】: Biomechanical analysis and simulation
【研究设计】: computational"
development and validation of a freehand 3 d ultrasound system for real time intraoral image reconstruction,Development and Validation of a Freehand 3-D Ultrasound System for Real-Time Intraoral Image Reconstruction,IEEE Transactions on Instrumentation and Measurement,journalArticle,DFF9LQMV,INCLUDE,EXCLUDE,INCLUDE,"All volumes were rendered using the CT-AAA preset colormap in 3-D Slicer, with rendering properties set to composite mode, including shading and surface smoothing.",3D Slicer,Periodontology,Image segmentation and 3D reconstruction,computational,"【判定】: INCLUDE
【证据】: All volumes were rendered using the CT-AAA preset colormap in 3-D Slicer, with rendering properties set to composite mode, including shading and surface smoothing.
【软件】: 3D Slicer
【专科】: Periodontology
【应用场景】: Image segmentation and 3D reconstruction
【研究设计】: computational"
in vivo evaluation of artificial intelligence driven remote monitoring technology for tracking tooth movement and reconstruction of 3 dimensional digital models during orthodontic treatment,In-vivo evaluation of Artificial Intelligence Driven Remote Monitoring technology for tracking tooth movement and reconstruction of 3-dimensional digital models during orthodontic treatment,AMERICAN JOURNAL OF ORTHODONTICS AND DENTOFACIAL ORTHOPEDICS,journalArticle,FFCB7QN3,INCLUDE,INCLUDE,INCLUDE,"""Geomagic Control-X 2020 software (3D Systems, Rock Hill, SC) was used to perform all virtual model preparation and to conduct the 3D superimposition-based analysis."" / ""The global deviation between the reconstructed digital models from the DM and iTero scans was compared at each time point using Geomagic Control-X 2020 (3D Systems, Rock Hill, SC).""",Geomagic Control-X 2020,Orthodontics,3D data analysis and accuracy assessment,clinical,"【判定】: INCLUDE
【证据】: ""Geomagic Control-X 2020 software (3D Systems, Rock Hill, SC) was used to perform all virtual model preparation and to conduct the 3D superimposition-based analysis."" / ""The global deviation between the reconstructed digital models from the DM and iTero scans was compared at each time point using Geomagic Control-X 2020 (3D Systems, Rock Hill, SC).""
【软件】: Geomagic Control-X 2020
【专科】: Orthodontics
【应用场景】: 3D data analysis and accuracy assessment
【研究设计】: clinical"
